NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
3,Jordan Adams,SG,6-5,209,1994-07-08,US,1,UCLA
9,Tony Allen,SG,6-4,213,1982-01-11,US,11,"Butler County Community College, Oklahoma State"
7,Chris Andersen,C,6-10,245,1978-07-07,US,13,Blinn College
22,Matt Barnes,SF,6-7,226,1980-03-09,US,12,UCLA
15,Vince Carter,SG,6-6,220,1977-01-26,US,17,UNC
6,Mario Chalmers,PG,6-2,190,1986-05-19,US,7,Kansas
11,Mike Conley,PG,6-1,175,1987-10-11,US,8,Ohio State
8,Bryce Cotton,PG,6-1,165,1992-08-11,US,1,Providence
8,James Ennis,SF,6-6,215,1990-07-01,US,1,Cal State Long Beach
4,Jordan Farmar,PG,6-2,180,1986-11-30,US,8,UCLA
33,Marc Gasol,C,6-11,255,1985-01-29,ES,7,
0,JaMychal Green,PF,6-8,227,1990-06-21,US,1,Alabama
32,Jeff Green,SF,6-8,235,1986-08-28,US,7,Georgetown
19,P.J. Hairston,SF,6-6,230,1992-12-24,US,1,UNC
20,Ryan Hollins,C,7-0,240,1984-10-10,US,9,UCLA
5,Courtney Lee,SG,6-5,215,1985-10-03,US,7,Western Kentucky
10,Jarell Martin,PF,6-10,239,1994-05-24,US,R,LSU
5,Ray McCallum,PG,6-3,190,1991-06-12,US,2,Detroit Mercy
14,Xavier Munford,SG,6-2,180,1992-06-01,US,R,Rhode Island
50,Zach Randolph,PF,6-9,250,1981-07-16,US,14,Michigan State
2,Russ Smith,PG,6-0,165,1991-04-19,US,1,Louisville
1,Lance Stephenson,SF,6-6,230,1990-09-05,US,5,Cincinnati
35,Alex Stepheson,PF,6-10,270,1987-08-07,US,R,"UNC, USC"
1,Jarnell Stokes,C,6-9,263,1994-01-07,US,1,Tennessee
19,Beno Udrih,PG,6-3,205,1982-07-05,SI,11,
2,Briante Weber,PG,6-2,165,1992-12-29,US,R,VCU
25,Elliot Williams,PG,6-5,190,1989-06-20,US,3,"Duke, Memphis"
34,Brandan Wright,PF,6-10,210,1987-10-05,US,7,UNC
