NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,Darrell Arthur,PF,6-9,235,1988-03-25,US,6,Kansas
12,D.J. Augustin,PG,5-11,183,1987-11-10,US,7,Texas
5,Will Barton,SG,6-5,181,1991-01-06,US,3,Memphis
35,Kenneth Faried,PF,6-8,220,1989-11-19,US,4,Morehead State University
4,Randy Foye,SG,6-4,213,1983-09-24,US,9,Villanova
8,Danilo Gallinari,SF,6-10,233,1988-08-08,IT,6,
11,Erick Green,PG,6-4,185,1991-05-09,US,1,Virginia Tech
14,Gary Harris,SG,6-4,210,1994-09-14,US,1,Michigan State
7,J.J. Hickson,C,6-9,242,1988-09-04,US,7,NC State
15,Nikola Jokić,C,7-0,284,1995-02-19,RS,R,
6,Sean Kilpatrick,SG,6-4,210,1990-01-06,US,1,Cincinnati
77,Joffrey Lauvergne,C,6-11,220,1991-09-30,FR,1,
3,Mike Miller,SF,6-8,218,1980-02-19,US,15,Florida
0,Emmanuel Mudiay,PG,6-3,200,1996-03-05,CD,R,
1,Jameer Nelson,PG,6-0,190,1982-02-09,US,11,Saint Joseph's
23,Jusuf Nurkić,C,7-0,290,1994-08-23,BA,1,
16,Kostas Papanikolaou,SF,6-8,225,1990-07-31,GR,1,
9,JaKarr Sampson,SF,6-7,214,1993-03-20,US,1,St. John's
6,Axel Toupane,SF,6-7,197,1992-07-23,FR,R,
