NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
19,Leandro Barbosa,SG,6-3,194,1982-11-28,BR,12,
40,Harrison Barnes,SF,6-8,225,1992-05-30,US,3,UNC
12,Andrew Bogut,C,7-0,260,1984-11-28,AU,10,Utah
21,Ian Clark,SG,6-3,175,1991-03-07,US,2,Belmont
30,Stephen Curry,PG,6-3,185,1988-03-14,US,6,Davidson
31,Festus Ezeli,C,6-11,255,1989-10-21,NG,2,Vanderbilt
23,Draymond Green,PF,6-6,230,1990-03-04,US,3,Michigan State
9,Andre Iguodala,SF,6-6,215,1984-01-28,US,11,Arizona
34,Shaun Livingston,PG,6-7,192,1985-09-11,US,10,
36,Kevon Looney,PF,6-9,222,1996-02-06,US,R,UCLA
20,James Michael McAdoo,PF,6-9,230,1993-01-04,US,1,UNC
4,Brandon Rush,SG,6-6,220,1985-07-07,US,7,Kansas
5,Marreese Speights,C,6-10,255,1987-08-04,US,7,Florida
1,Jason Thompson,C,6-11,250,1986-07-21,US,7,Rider University
11,Klay Thompson,SG,6-6,215,1990-02-08,US,4,Washington State
18,Anderson Varejão,C,6-10,273,1982-09-28,BR,11,
