Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1980,30.0,CHI,NBA,C,48.0,,1568.0,305.0,513.0,0.595,0.0,0.0,,305.0,513.0,0.595,0.595,245.0,344.0,0.712,108.0,324.0,432.0,133.0,29.0,59.0,133.0,167.0,855.0,,0.0
1981,31.0,CHI,NBA,C,82.0,,2832.0,547.0,816.0,0.67,0.0,0.0,,547.0,816.0,0.67,0.67,375.0,532.0,0.705,220.0,608.0,828.0,172.0,47.0,198.0,236.0,295.0,1469.0,,0.0
1982,32.0,CHI,NBA,C,82.0,82.0,2796.0,546.0,837.0,0.652,1.0,1.0,1.0,545.0,836.0,0.652,0.653,424.0,552.0,0.768,224.0,611.0,835.0,136.0,49.0,220.0,227.0,287.0,1517.0,,0.0
1983,33.0,SAS,NBA,C,82.0,82.0,2797.0,556.0,888.0,0.626,0.0,6.0,0.0,556.0,882.0,0.63,0.626,367.0,496.0,0.74,299.0,685.0,984.0,126.0,40.0,192.0,254.0,273.0,1479.0,,0.0
1984,34.0,SAS,NBA,C,64.0,59.0,2034.0,351.0,556.0,0.631,0.0,3.0,0.0,351.0,553.0,0.635,0.631,280.0,390.0,0.718,213.0,449.0,662.0,70.0,36.0,132.0,149.0,229.0,982.0,,0.0
1985,35.0,SAS,NBA,C,81.0,81.0,2756.0,532.0,854.0,0.623,0.0,2.0,0.0,532.0,852.0,0.624,0.623,484.0,646.0,0.749,231.0,615.0,846.0,131.0,40.0,173.0,241.0,306.0,1548.0,,1.0
1986,36.0,SAS,NBA,C,71.0,71.0,2395.0,423.0,684.0,0.618,0.0,1.0,0.0,423.0,683.0,0.619,0.618,338.0,482.0,0.701,166.0,434.0,600.0,102.0,39.0,108.0,186.0,239.0,1184.0,,0.0
1987,37.0,SAS,NBA,C,82.0,74.0,2405.0,346.0,580.0,0.597,0.0,0.0,,346.0,580.0,0.597,0.597,242.0,356.0,0.68,185.0,394.0,579.0,150.0,39.0,95.0,178.0,235.0,934.0,,0.0
1988,38.0,TOT,NBA,C,71.0,27.0,893.0,99.0,181.0,0.547,0.0,0.0,,99.0,181.0,0.547,0.547,67.0,128.0,0.523,69.0,142.0,211.0,21.0,15.0,30.0,67.0,148.0,265.0,,0.0
1988,38.0,CHI,NBA,C,24.0,23.0,372.0,41.0,80.0,0.513,0.0,0.0,,41.0,80.0,0.513,0.513,19.0,37.0,0.514,15.0,48.0,63.0,9.0,5.0,12.0,28.0,54.0,101.0,,0.0
1988,38.0,BOS,NBA,C,47.0,4.0,521.0,58.0,101.0,0.574,0.0,0.0,,58.0,101.0,0.574,0.574,48.0,91.0,0.527,54.0,94.0,148.0,12.0,10.0,18.0,39.0,94.0,164.0,,0.0
