NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
20,Lou Amundson,PF,6-9,220,1982-12-07,US,1,UNLV
52,Calvin Booth,C,6-11,230,1976-05-07,US,8,Penn State
25,Rodney Carney,SF,6-7,205,1984-04-15,US,1,Memphis
1,Samuel Dalembert,C,6-11,255,1981-05-10,HT,5,Seton Hall
30,Reggie Evans,PF,6-8,245,1980-05-18,US,5,Iowa
11,Gordan Giriček,SG,6-6,210,1977-06-20,HR,5,
33,Willie Green,SG,6-4,200,1981-07-28,US,4,Detroit Mercy
9,Andre Iguodala,SF,6-6,215,1984-01-28,US,3,Arizona
26,Kyle Korver,PF,6-7,212,1981-03-17,US,4,Creighton
7,Andre Miller,PG,6-3,200,1976-03-19,US,8,Utah
12,Kevin Ollie,SG,6-4,195,1972-12-27,US,10,UConn
42,Shavlik Randolph,PF,6-10,240,1983-11-24,US,2,Duke
14,Jason Smith,PF,7-0,240,1986-03-02,US,R,Colorado State
23,Lou Williams,PG,6-1,175,1986-10-27,US,2,
21,Thaddeus Young,PF,6-8,235,1988-06-21,US,R,Georgia Tech
