Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1992,3,NJN,New Jersey Nets,Drazen Petrovic,27,4,4,163,12.5,23.1,0.54,1.2,3.6,0.33,11.2,19.4,0.58,3.3,4.0,0.85,1.2,1.8,3.0,4.0,1.2,0.3,2.4,4.0,29.5,118,120,2296
1992,3,NJN,New Jersey Nets,Derrick Coleman,24,4,4,162,11.0,22.6,0.49,0.3,1.8,0.17,10.7,20.8,0.52,4.9,6.4,0.76,4.0,9.8,13.8,6.4,2.1,1.2,3.4,3.7,27.2,111,110,563
1992,3,NJN,New Jersey Nets,Mookie Blaylock,24,4,4,148,5.7,18.4,0.31,0.3,2.0,0.17,5.4,16.4,0.33,1.0,1.3,0.75,1.7,3.7,5.4,10.4,5.0,0.7,2.3,5.4,12.7,88,110,266
1992,3,NJN,New Jersey Nets,Chris Morris,26,4,4,135,11.7,21.3,0.55,1.5,3.7,0.4,10.3,17.6,0.58,2.6,3.3,0.78,4.0,3.3,7.3,1.8,2.6,2.6,2.9,4.0,27.5,115,114,2048
1992,3,NJN,New Jersey Nets,Sam Bowie,30,4,4,112,6.2,14.6,0.42,0.4,0.9,0.5,5.7,13.7,0.42,3.5,5.3,0.67,3.5,4.9,8.4,4.0,1.3,1.3,2.2,8.4,16.4,104,116,312
1992,3,NJN,New Jersey Nets,Chris Dudley,26,4,0,77,3.2,9.0,0.36,0.0,0.0,,3.2,9.0,0.36,2.6,5.1,0.5,8.4,7.7,16.1,1.9,1.3,6.4,0.6,9.0,9.0,112,110,792
1992,3,NJN,New Jersey Nets,Terry Mills,24,4,0,77,6.4,17.4,0.37,0.0,0.6,0.0,6.4,16.7,0.38,4.5,7.1,0.64,5.8,9.6,15.4,5.1,0.6,1.3,4.5,11.6,17.4,90,113,2000
1992,3,NJN,New Jersey Nets,Tate George,23,4,0,44,7.9,25.9,0.3,0.0,0.0,,7.9,25.9,0.3,1.1,3.4,0.33,0.0,0.0,0.0,9.0,3.4,1.1,4.5,9.0,16.9,70,116,1020
1992,3,NJN,New Jersey Nets,Kenny Anderson,21,3,0,24,6.2,18.6,0.33,0.0,0.0,,6.2,18.6,0.33,4.1,4.1,1.0,2.1,4.1,6.2,6.2,2.1,0.0,2.1,2.1,16.5,96,116,77
1992,3,NJN,New Jersey Nets,Rafael Addison,27,1,0,9,11.0,38.5,0.29,5.5,11.0,0.5,5.5,27.5,0.2,0.0,0.0,,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,27.5,88,125,18
1992,3,NJN,New Jersey Nets,Doug Lee,27,2,0,6,0.0,24.8,0.0,0.0,16.5,0.0,0.0,8.3,0.0,0.0,0.0,,0.0,0.0,0.0,8.3,0.0,8.3,0.0,8.3,0.0,20,119,1721
1992,3,NJN,New Jersey Nets,Dave Feitl,29,1,0,3,16.5,33.0,0.5,0.0,0.0,,16.5,33.0,0.5,0.0,0.0,,0.0,16.5,16.5,0.0,0.0,0.0,16.5,0.0,33.0,59,110,898
