Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1992.0,16.0,2186,MIA,Miami Heat,Alan Ogg,24.0,3.0,0.0,15.0,3.4,10.3,0.33,0.0,0.0,,3.4,10.3,0.33,3.4,6.9,0.5,0.0,3.4,3.4,0.0,3.4,10.3,0.0,10.3,10.3,86.0,117.0
1992.0,16.0,1600,MIA,Miami Heat,Alec Kessler,25.0,2.0,0.0,12.0,0.0,8.6,0.0,0.0,0.0,,0.0,8.6,0.0,8.6,8.6,1.0,0.0,4.3,4.3,0.0,0.0,0.0,4.3,4.3,8.6,59.0,130.0
1992.0,16.0,565,MIA,Miami Heat,Bimbo Coles,23.0,3.0,0.0,45.0,8.0,11.5,0.7,1.1,1.1,1.0,6.9,10.3,0.67,9.2,11.5,0.8,2.3,5.7,8.0,6.9,3.4,0.0,5.7,5.7,26.4,127.0,122.0
1992.0,16.0,2608,MIA,Miami Heat,Brian Shaw,25.0,3.0,3.0,85.0,8.5,18.3,0.47,1.8,3.0,0.6,6.7,15.2,0.44,3.0,4.9,0.62,1.2,6.7,7.9,7.3,1.2,0.0,4.3,7.9,21.9,102.0,126.0
1992.0,16.0,2434,MIA,Miami Heat,Glen Rice,24.0,3.0,3.0,119.0,10.4,27.8,0.38,1.3,5.2,0.25,9.1,22.6,0.4,2.6,3.0,0.86,1.3,3.0,4.3,2.2,0.9,0.0,2.6,3.0,24.8,88.0,130.0
1992.0,16.0,1769,MIA,Miami Heat,Grant Long,25.0,3.0,3.0,120.0,6.5,15.5,0.42,0.0,1.7,0.0,6.5,13.8,0.47,3.0,4.3,0.7,3.0,3.4,6.5,3.4,2.2,0.0,2.2,4.7,15.9,99.0,127.0
1992.0,16.0,2061,MIA,Miami Heat,John Morton,24.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,51.7,51.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.0,51.7,107.0,134.0
1992.0,16.0,2786,MIA,Miami Heat,Jon Sundvold,30.0,1.0,0.0,2.0,0.0,25.9,0.0,0.0,0.0,,0.0,25.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.0,0.0,133.0
1992.0,16.0,116,MIA,Miami Heat,Keith Askins,24.0,3.0,0.0,48.0,5.4,11.9,0.46,3.2,5.4,0.6,2.2,6.5,0.33,0.0,2.2,0.0,4.3,5.4,9.7,3.2,1.1,0.0,1.1,7.5,14.0,119.0,127.0
1992.0,16.0,835,MIA,Miami Heat,Kevin Edwards,26.0,3.0,0.0,55.0,4.7,12.2,0.38,0.0,0.0,,4.7,12.2,0.38,4.7,7.5,0.62,0.9,5.6,6.6,6.6,1.9,0.0,4.7,2.8,14.1,87.0,126.0
,,134,,,Milos Babic,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992.0,16.0,2591,MIA,Miami Heat,Rony Seikaly,26.0,3.0,3.0,117.0,8.4,15.5,0.54,0.0,0.0,,8.4,15.5,0.54,10.6,14.1,0.75,4.9,8.4,13.3,1.8,0.4,2.2,4.0,6.6,27.4,119.0,125.0
,,771,,,Sherman Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992.0,16.0,2703,MIA,Miami Heat,Steve Smith,22.0,3.0,3.0,100.0,9.3,17.6,0.53,3.6,5.7,0.64,5.7,11.9,0.48,2.6,3.1,0.83,1.6,1.6,3.1,7.8,2.1,0.5,1.6,1.0,24.8,136.0,128.0
,,433,,,Willie Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,224,,,Winston Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,
