Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,9,DET,Detroit Pistons,Isiah Thomas,23,9,9,355,83,166,0.5,6,15,0.4,77,151,0.51,0.52,47,62,0.76,11,36,47,101,19,4,30,39,219,2847
1985,9,DET,Detroit Pistons,Bill Laimbeer,27,9,9,325,48,107,0.45,0,2,0.0,48,105,0.46,0.45,36,51,0.71,36,60,96,15,7,7,16,32,132,1678
1985,9,DET,Detroit Pistons,Kelly Tripucka,25,9,9,288,49,118,0.42,0,1,0.0,49,117,0.42,0.42,35,40,0.88,19,20,39,29,4,3,19,22,133,2910
1985,9,DET,Detroit Pistons,John Long,28,9,9,255,48,105,0.46,1,4,0.25,47,101,0.46,0.46,15,15,1.0,10,7,17,13,14,2,11,22,112,1770
1985,9,DET,Detroit Pistons,Vinnie Johnson,28,9,0,235,53,103,0.52,0,3,0.0,53,100,0.53,0.52,22,28,0.79,15,12,27,29,6,1,15,24,128,1516
1985,9,DET,Detroit Pistons,Dan Roundfield,31,9,8,215,33,68,0.48,0,0,,33,68,0.48,0.48,16,17,0.94,19,41,60,15,4,6,15,21,82,2513
1985,9,DET,Detroit Pistons,Terry Tyler,28,9,0,179,49,100,0.49,0,1,0.0,49,99,0.5,0.49,22,27,0.82,15,25,40,3,6,4,9,17,120,2934
1985,9,DET,Detroit Pistons,Kent Benson,30,9,1,142,25,46,0.54,0,0,,25,46,0.54,0.54,13,15,0.87,9,27,36,4,8,2,6,27,63,227
1985,9,DET,Detroit Pistons,Earl Cureton,27,9,0,133,16,34,0.47,0,1,0.0,16,33,0.48,0.47,5,9,0.56,10,31,41,4,9,2,4,20,37,650
1985,9,DET,Detroit Pistons,Brook Steppe,25,4,0,20,2,7,0.29,0,1,0.0,2,6,0.33,0.29,4,6,0.67,1,2,3,2,0,0,2,3,8,2747
1985,9,DET,Detroit Pistons,Tony Campbell,22,2,0,9,1,3,0.33,0,0,,1,3,0.33,0.33,0,0,,0,2,2,1,0,0,0,1,2,464
1985,9,DET,Detroit Pistons,Major Jones,31,1,0,4,1,1,1.0,0,0,,1,1,1.0,1.0,0,0,,0,0,0,0,0,0,0,0,2,1551
