Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1996.0,26.0,2223,SAC,Sacramento Kings,Billy Owens,26.0,4.0,4.0,131.0,6.0,13.6,0.44,0.0,1.6,0.0,6.0,12.0,0.5,1.2,2.4,0.5,2.0,8.4,10.4,5.6,1.6,0.4,4.4,6.8,13.2,86.0,103.0
1996.0,26.0,1371,SAC,Sacramento Kings,Bobby Hurley,24.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,112.0
1996.0,26.0,1079,SAC,Sacramento Kings,Brian Grant,23.0,4.0,4.0,124.0,6.8,17.8,0.38,0.0,0.0,,6.8,17.8,0.38,3.0,5.9,0.5,3.0,5.5,8.5,1.7,0.8,3.0,5.5,5.9,16.5,74.0,103.0
,,1335,,,Byron Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1916,,,Clint McDaniel,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996.0,26.0,3186,SAC,Sacramento Kings,Corliss Williamson,22.0,1.0,0.0,2.0,0.0,26.3,0.0,0.0,0.0,,0.0,26.3,0.0,26.3,26.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,90.0,112.0
1996.0,26.0,505,SAC,Sacramento Kings,Duane Causwell,27.0,2.0,0.0,25.0,2.1,6.3,0.33,0.0,2.1,0.0,2.1,4.2,0.5,6.3,8.4,0.75,2.1,8.4,10.5,2.1,0.0,0.0,4.2,6.3,10.5,89.0,107.0
1996.0,26.0,985,SAC,Sacramento Kings,Kevin Gamble,30.0,2.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,112.0
1996.0,26.0,2637,SAC,Sacramento Kings,Lionel Simmons,27.0,4.0,0.0,77.0,10.2,22.5,0.46,2.0,6.1,0.33,8.2,16.4,0.5,3.4,4.8,0.71,2.7,5.5,8.2,5.5,4.1,1.4,4.1,8.2,25.9,104.0,98.0
1996.0,26.0,2693,SAC,Sacramento Kings,Michael Smith,23.0,4.0,0.0,87.0,4.2,7.2,0.58,0.0,0.0,,4.2,7.2,0.58,3.0,6.6,0.46,4.2,9.1,13.3,4.8,0.6,1.2,1.2,8.5,11.5,124.0,103.0
1996.0,26.0,2447,SAC,Sacramento Kings,Mitch Richmond,30.0,4.0,4.0,146.0,8.6,19.4,0.44,2.9,8.3,0.35,5.8,11.2,0.52,10.1,12.6,0.8,1.1,5.0,6.1,4.3,1.1,0.0,5.4,4.0,30.2,110.0,107.0
1996.0,26.0,2328,SAC,Sacramento Kings,Olden Polynice,31.0,4.0,4.0,141.0,8.9,17.1,0.52,0.4,0.4,1.0,8.6,16.8,0.51,2.2,3.4,0.67,6.0,11.9,17.9,1.1,0.4,2.6,1.1,5.6,20.5,120.0,101.0
1996.0,26.0,1836,SAC,Sacramento Kings,Sarunas Marciulionis,31.0,4.0,0.0,101.0,4.2,15.1,0.28,2.1,9.4,0.22,2.1,5.7,0.36,4.7,7.8,0.6,2.1,1.6,3.6,7.3,5.2,0.0,5.2,2.1,15.1,84.0,100.0
,,609,,,Tyrone Corbin,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996.0,26.0,824,SAC,Sacramento Kings,Tyus Edney,22.0,4.0,4.0,121.0,7.8,18.2,0.43,0.9,3.5,0.25,6.9,14.8,0.47,4.3,5.2,0.83,0.9,4.3,5.2,4.8,3.5,0.0,3.9,4.8,20.8,99.0,102.0
,,3184,,,Walt Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
