Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1999.0,12.0,677,IND,Indiana Pacers,Antonio Davis,30.0,13.0,326.0,13.1,0.5,0.0,0.83,8.9,24.6,17.1,4.2,0.8,3.1,16.4,17.8,0.2,0.4,0.6,0.09,-1.2,-0.4,-1.6,0.0
1999.0,12.0,636,IND,Indiana Pacers,Austin Croshere,23.0,1.0,1.0,107.0,0.53,0.0,2.0,100.0,0.0,60.5,0.0,0.0,0.0,0.0,89.2,0.0,0.0,0.0,1.44,44.4,-22.4,22.0,0.0
1999.0,12.0,2075,IND,Indiana Pacers,Chris Mullin,35.0,13.0,283.0,13.9,0.56,0.55,0.23,0.9,7.4,4.3,10.0,2.0,0.8,15.4,21.8,0.3,0.2,0.5,0.08,2.5,-0.9,1.6,0.3
1999.0,12.0,683,IND,Indiana Pacers,Dale Davis,29.0,13.0,394.0,18.1,0.6,0.0,0.65,14.5,25.6,20.3,5.0,1.4,3.3,17.5,14.5,0.8,0.6,1.4,0.17,1.9,0.9,2.8,0.5
1999.0,12.0,1941,IND,Indiana Pacers,Derrick McKey,32.0,13.0,245.0,10.1,0.46,0.1,0.65,8.8,12.3,10.6,12.6,2.7,1.2,17.6,12.1,0.2,0.3,0.4,0.09,-1.9,1.7,-0.2,0.1
1999.0,12.0,1305,IND,Indiana Pacers,Fred Hoiberg,26.0,4.0,20.0,19.9,0.5,0.0,0.0,0.0,17.4,9.1,17.3,8.3,0.0,0.0,9.5,0.0,0.1,0.1,0.21,3.2,8.7,11.9,0.1
1999.0,12.0,2506,IND,Indiana Pacers,Jalen Rose,26.0,13.0,355.0,15.1,0.52,0.17,0.25,3.9,6.5,5.3,17.8,2.0,1.0,14.0,23.8,0.4,0.2,0.7,0.09,0.8,-0.1,0.7,0.2
1999.0,12.0,1408,IND,Indiana Pacers,Mark Jackson,33.0,13.0,451.0,19.8,0.6,0.33,0.41,3.9,11.6,7.9,44.0,1.7,0.2,22.4,16.5,1.4,0.3,1.7,0.18,4.9,-0.2,4.7,0.8
1999.0,12.0,1997,IND,Indiana Pacers,Reggie Miller,33.0,13.0,481.0,20.1,0.56,0.42,0.43,3.4,9.2,6.4,13.8,1.0,0.5,8.1,25.4,1.7,0.2,1.9,0.19,5.3,-1.2,4.1,0.7
1999.0,12.0,2710,IND,Indiana Pacers,Rik Smits,32.0,13.0,293.0,15.4,0.49,0.0,0.14,6.9,19.4,13.4,6.8,1.1,3.7,13.8,29.3,0.0,0.4,0.3,0.05,-1.9,-0.6,-2.5,0.0
1999.0,12.0,2284,IND,Indiana Pacers,Sam Perkins,37.0,13.0,146.0,14.5,0.68,0.69,0.26,1.7,18.3,10.4,7.4,0.0,1.5,15.2,14.9,0.3,0.1,0.4,0.13,2.9,0.3,3.2,0.2
1999.0,12.0,234,IND,Indiana Pacers,Travis Best,26.0,11.0,150.0,7.4,0.44,0.22,0.28,5.9,7.7,6.9,24.5,1.5,0.5,21.3,20.8,0.0,0.1,0.0,0.01,-4.6,-1.6,-6.2,-0.2
