Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,22.0,OKC,NBA,C,18.0,0.0,142.0,2.0,3.8,0.533,0.0,0.0,,2.0,3.8,0.533,0.5,1.0,0.5,3.3,5.6,8.9,1.0,1.3,1.8,2.0,7.6,4.6
2012,23.0,OKC,NBA,C,26.0,0.0,173.0,4.6,8.7,0.524,0.0,0.0,,4.6,8.7,0.524,2.7,2.9,0.929,2.7,7.3,10.0,0.6,1.7,3.3,1.9,4.6,11.9
2013,24.0,TOT,NBA,C,45.0,0.0,388.0,4.1,7.4,0.55,0.0,0.0,,4.1,7.4,0.55,1.1,1.9,0.6,2.8,8.4,11.1,0.8,0.5,2.1,2.1,5.6,9.3
2013,24.0,HOU,NBA,C,30.0,0.0,213.0,3.9,7.3,0.535,0.0,0.0,,3.9,7.3,0.535,0.7,1.5,0.444,2.0,7.6,9.6,1.0,0.5,1.5,2.4,6.9,8.5
2013,24.0,SAC,NBA,C,15.0,0.0,175.0,4.3,7.6,0.568,0.0,0.0,,4.3,7.6,0.568,1.6,2.3,0.727,3.7,9.3,13.0,0.6,0.4,2.9,1.9,3.9,10.3
2014,25.0,NYK,NBA,C,46.0,2.0,330.0,3.6,6.7,0.541,0.0,0.0,,3.6,6.7,0.541,2.8,3.3,0.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0
2015,26.0,NYK,NBA,C,61.0,16.0,976.0,5.3,11.1,0.478,0.0,0.0,,5.3,11.1,0.478,1.8,2.4,0.781,3.7,8.7,12.5,2.8,1.4,2.4,2.2,4.5,12.5
2016,27.0,LAC,NBA,C,60.0,5.0,800.0,6.0,10.1,0.596,0.0,0.0,,6.0,10.1,0.596,2.7,3.8,0.714,3.9,9.1,13.0,2.3,2.1,3.1,2.9,6.3,14.8
2017,28.0,MIN,NBA,C,62.0,0.0,531.0,3.1,5.8,0.523,0.0,0.0,,3.1,5.8,0.523,1.0,1.5,0.682,3.5,7.3,10.7,1.7,1.7,1.6,1.2,5.8,7.1
2018,29.0,MIN,NBA,C,21.0,0.0,49.0,3.7,11.0,0.333,0.0,0.0,,3.7,11.0,0.333,1.5,4.4,0.333,2.2,8.8,11.0,2.2,1.5,0.7,0.7,8.1,8.8
