NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1,Trevor Ariza,SG,6-8,215,1985-06-30,US,2,UCLA
30,Carlos Arroyo,PG,6-2,202,1979-07-30,PR,5,Florida International University
40,James Augustine,PF,6-10,235,1984-02-27,US,R,Illinois
4,Tony Battie,PF,6-11,230,1976-02-11,US,9,Texas Tech
10,Keith Bogans,SG,6-5,215,1980-05-12,US,3,Kentucky
34,Travis Diener,PG,6-1,175,1982-03-01,US,1,Marquette
5,Keyon Dooling,SG,6-3,196,1980-05-08,US,6,Missouri
8,Pat Garrity,PF,6-9,238,1976-08-23,US,8,Notre Dame
33,Grant Hill,SG,6-8,225,1972-10-05,US,11,Duke
12,Dwight Howard,C,6-10,265,1985-12-08,US,2,
31,Darko Miličić,PF,7-0,250,1985-06-20,RS,3,
14,Jameer Nelson,PG,6-0,190,1982-02-09,US,2,Saint Joseph's
45,Bo Outlaw,PF,6-8,210,1971-04-13,US,13,"South Plains College, Houston"
7,J.J. Redick,PG,6-3,200,1984-06-24,US,R,Duke
15,Hedo Türkoğlu,SF,6-10,220,1979-03-19,TR,6,
