PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Nicolas Batum,26,5,209,11.1,0.469,0.557,0.18600000000000003,3.1,19.4,11.1,21.4,0.2,0.3,13.7,19.2,,0.0,0.1,0.1,0.021,,0.4,-0.6,-0.2,0.1
LaMarcus Aldridge,29,5,208,16.7,0.426,0.098,0.321,10.8,18.4,14.6,8.4,0.5,3.8,5.9,29.9,,0.0,0.2,0.1,0.032,,1.7,-1.4,0.4,0.1
Damian Lillard,24,5,201,15.0,0.491,0.32299999999999995,0.33299999999999996,1.1,9.8,5.4,22.8,0.5,1.0,9.8,27.8,,0.1,0.0,0.2,0.038,,1.9,-1.4,0.5,0.1
CJ McCollum,23,5,166,16.1,0.584,0.34299999999999997,0.19399999999999998,0.6,12.5,6.5,2.4,1.9,0.4,7.6,21.7,,0.3,0.1,0.4,0.10300000000000001,,0.6,1.4,1.9,0.2
Robin Lopez,26,5,117,11.6,0.7020000000000001,0.0,0.5329999999999999,8.2,12.2,10.2,4.1,0.4,2.8,21.3,9.2,,0.2,0.1,0.3,0.11,,-1.4,0.8,-0.6,0.0
Meyers Leonard,22,5,106,19.6,0.8909999999999999,0.619,0.095,6.0,27.9,16.8,8.4,1.0,1.2,12.1,10.8,,0.4,0.1,0.5,0.23199999999999998,,5.1,3.2,8.4,0.3
Arron Afflalo,29,3,60,-5.0,0.201,0.33299999999999996,0.083,0.0,12.8,6.3,5.0,0.0,0.0,19.4,11.8,,-0.2,0.0,-0.2,-0.18600000000000003,,-8.8,-3.0,-11.8,-0.1
Steve Blake,34,5,43,2.9,0.295,0.727,0.182,0.0,2.5,1.3,28.7,0.0,1.5,14.4,14.8,,-0.1,0.0,-0.1,-0.092,,-3.9,-2.5,-6.4,0.0
Allen Crabbe,22,2,39,15.0,1.0,0.4,0.0,0.0,8.4,4.2,4.3,2.7,1.7,16.7,7.1,,0.1,0.0,0.1,0.145,,2.4,4.1,6.5,0.1
Chris Kaman,32,3,37,11.7,0.5329999999999999,0.0,0.125,14.4,26.7,20.5,13.8,0.0,0.0,26.2,14.2,,0.0,0.0,0.0,0.055999999999999994,,-0.7,-1.0,-1.7,0.0
Joel Freeland,27,2,7,9.7,,,,0.0,15.7,7.7,0.0,7.5,0.0,,0.0,,0.0,0.0,0.0,0.1,,-1.5,4.0,2.5,0.0
Tim Frazier,24,2,3,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.6,,-0.1,0.0,-0.1,-0.889,,-19.8,-10.8,-30.5,0.0
Alonzo Gee,27,1,3,16.3,,,,0.0,36.5,18.0,47.9,0.0,0.0,,0.0,,0.0,0.0,0.0,0.18100000000000002,,2.0,6.6,8.6,0.0
