Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1985,17,MIL,Milwaukee Bucks,Sidney Moncrief,27,8,7,319,8.3,15.0,0.56,0.6,1.5,0.4,7.7,13.5,0.57,10.6,11.3,0.93,1.5,3.6,5.1,6.0,0.8,0.6,3.0,3.9,27.8,137,115,2024
1985,17,MIL,Milwaukee Bucks,Terry Cummings,23,8,8,311,13.3,23.1,0.58,0.0,0.2,0.0,13.3,23.0,0.58,7.4,9.0,0.83,3.3,7.6,10.9,3.1,1.9,1.1,4.0,5.1,34.1,120,110,644
1985,17,MIL,Milwaukee Bucks,Paul Pressey,26,8,8,296,7.3,14.3,0.51,0.2,0.5,0.33,7.2,13.8,0.52,5.1,6.2,0.82,2.4,5.4,7.8,9.9,2.9,0.8,5.2,4.4,19.9,110,109,2354
1985,17,MIL,Milwaukee Bucks,Craig Hodges,24,8,8,216,6.3,17.2,0.36,0.9,5.1,0.17,5.4,12.1,0.44,0.9,1.1,0.8,0.4,2.5,2.9,5.8,2.7,0.2,4.0,6.5,14.3,83,112,1304
1985,17,MIL,Milwaukee Bucks,Alton Lister,26,8,8,203,6.4,14.3,0.45,0.0,0.0,,6.4,14.3,0.45,3.6,7.6,0.47,6.4,8.3,14.7,3.6,1.4,3.6,3.8,8.6,16.4,98,108,1755
1985,17,MIL,Milwaukee Bucks,Ricky Pierce,25,8,1,198,8.8,17.8,0.49,0.0,0.5,0.0,8.8,17.3,0.51,1.7,2.2,0.78,1.9,2.4,4.4,3.7,0.7,0.2,4.1,6.3,19.2,96,116,2305
1985,17,MIL,Milwaukee Bucks,Paul Mokeski,28,8,0,154,5.0,11.3,0.44,0.0,0.0,,5.0,11.3,0.44,3.8,3.8,1.0,2.5,8.1,10.6,3.8,0.6,1.3,3.8,8.8,13.8,101,111,2022
1985,17,MIL,Milwaukee Bucks,Randy Breuer,24,8,0,104,7.0,12.1,0.58,0.0,0.0,,7.0,12.1,0.58,6.5,9.7,0.67,4.2,7.0,11.1,0.0,0.9,0.9,3.7,7.0,20.4,111,112,341
1985,17,MIL,Milwaukee Bucks,Charles Davis,26,5,0,51,7.6,18.9,0.4,0.0,1.9,0.0,7.6,17.0,0.44,2.8,3.8,0.75,5.7,3.8,9.5,3.8,0.0,0.0,3.8,1.9,18.0,96,117,682
1985,17,MIL,Milwaukee Bucks,Paul Thompson,23,3,0,34,7.1,17.0,0.42,0.0,2.8,0.0,7.1,14.2,0.5,4.3,7.1,0.6,1.4,5.7,7.1,2.8,5.7,1.4,5.7,4.3,18.4,82,103,2874
1985,17,MIL,Milwaukee Bucks,Kevin Grevey,31,5,0,28,6.9,22.4,0.31,0.0,0.0,,6.9,22.4,0.31,6.9,6.9,1.0,1.7,1.7,3.4,3.4,3.4,0.0,0.0,8.6,20.7,106,112,1123
1985,17,MIL,Milwaukee Bucks,Chris Engler,25,1,0,6,8.0,8.0,1.0,0.0,0.0,,8.0,8.0,1.0,0.0,0.0,,0.0,16.1,16.1,0.0,0.0,0.0,0.0,16.1,16.1,200,108,860
