Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1986,22.0,ATL,NBA,PG,79.0,8.0,1229.0,7.8,16.1,0.483,0.1,0.4,0.182,7.7,15.7,0.491,8.4,10.7,0.785,1.1,3.7,4.8,13.2,3.2,0.2,6.2,6.4,24.1,,109.0,105.0
1987,23.0,ATL,NBA,PG,33.0,0.0,532.0,6.6,15.0,0.438,0.1,0.6,0.167,6.5,14.4,0.449,7.4,9.7,0.762,0.6,5.0,5.6,15.5,3.1,0.2,6.5,6.0,20.6,,104.0,104.0
1988,24.0,ATL,NBA,PG,82.0,1.0,1347.0,7.1,14.9,0.475,0.0,0.7,0.053,7.0,14.2,0.496,4.0,4.8,0.817,0.6,4.8,5.4,12.5,2.3,0.4,4.8,4.6,18.1,,105.0,108.0
1989,25.0,ATL,NBA,PG,81.0,6.0,1219.0,5.3,11.6,0.459,0.0,0.9,0.045,5.3,10.7,0.493,2.1,2.4,0.867,0.8,4.1,4.9,11.4,2.8,0.2,3.3,4.2,12.8,,108.0,108.0
1990,26.0,ATL,NBA,PG,82.0,46.0,2184.0,6.7,14.1,0.477,0.0,0.4,0.053,6.7,13.7,0.491,3.7,4.3,0.871,0.9,3.7,4.6,10.9,2.4,0.3,3.2,4.2,17.2,,114.0,113.0
1991,27.0,ATL,NBA,PG,75.0,64.0,2197.0,8.0,17.8,0.447,1.2,3.7,0.321,6.8,14.1,0.48,5.1,5.9,0.868,0.9,2.9,3.9,9.2,2.6,0.1,3.2,4.0,22.2,,114.0,111.0
1992,28.0,SAC,NBA,PG,77.0,77.0,2724.0,7.9,17.8,0.445,1.3,3.5,0.367,6.6,14.3,0.465,4.6,5.4,0.859,0.5,3.4,3.9,9.7,2.2,0.4,4.1,3.4,21.8,,106.0,112.0
1993,29.0,SAC,NBA,PG,69.0,68.0,2335.0,7.0,16.1,0.433,0.8,2.8,0.274,6.2,13.3,0.466,5.7,6.7,0.851,0.9,3.0,3.9,9.8,2.1,0.1,4.0,3.6,20.4,,108.0,112.0
1994,30.0,SAC,NBA,PG,79.0,62.0,2567.0,7.2,15.5,0.46,1.1,3.1,0.335,6.1,12.4,0.492,3.9,4.8,0.813,0.8,3.4,4.3,10.1,1.8,0.4,3.2,3.5,19.3,,111.0,111.0
1995,31.0,SAC,NBA,PG,76.0,76.0,2458.0,6.4,14.6,0.438,1.0,3.1,0.331,5.4,11.5,0.467,4.8,5.1,0.934,0.6,3.1,3.7,9.9,1.6,0.2,3.9,3.1,18.6,,111.0,110.0
1996,32.0,TOT,NBA,PG,77.0,21.0,1462.0,6.7,15.5,0.433,1.7,4.6,0.364,5.0,10.8,0.462,4.5,5.2,0.862,0.9,2.7,3.6,10.6,1.9,0.3,4.0,3.9,19.5,,112.0,112.0
1996,32.0,ATL,NBA,PG,51.0,0.0,817.0,6.8,14.5,0.468,1.2,3.7,0.316,5.6,10.8,0.521,4.8,5.7,0.851,1.2,2.7,3.9,9.2,1.8,0.1,3.3,4.5,19.7,,119.0,112.0
1996,32.0,MIN,NBA,PG,26.0,21.0,645.0,6.5,16.6,0.394,2.3,5.7,0.403,4.2,10.8,0.39,4.1,4.6,0.879,0.6,2.6,3.2,12.3,2.0,0.4,4.7,3.3,19.4,,105.0,113.0
1998,34.0,ORL,NBA,PG,4.0,0.0,34.0,8.1,19.4,0.417,0.0,1.6,0.0,8.1,17.8,0.455,3.2,3.2,1.0,3.2,1.6,4.9,8.1,1.6,0.0,11.3,9.7,19.4,,74.0,109.0
