Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,15,MEM,Memphis Grizzlies,Pau Gasol,23,4,4,134,7.5,13.2,0.57,0.0,0.0,,7.5,13.2,0.57,4.8,5.4,0.9,1.1,4.3,5.4,2.7,1.1,1.6,1.3,2.7,19.9,1008
2004,15,MEM,Memphis Grizzlies,James Posey,27,4,4,130,4.2,10.2,0.4,0.3,1.7,0.17,3.9,8.6,0.45,5.3,5.8,0.9,2.2,3.9,6.1,1.1,2.5,0.6,1.7,3.6,13.8,2344
2004,15,MEM,Memphis Grizzlies,Jason Williams,28,4,4,130,4.2,12.7,0.33,1.7,5.8,0.29,2.5,6.9,0.36,1.9,1.9,1.0,0.3,2.2,2.5,5.0,0.6,0.0,1.9,2.8,11.9,3144
2004,15,MEM,Memphis Grizzlies,Lorenzen Wright,28,4,4,100,3.6,8.3,0.44,0.0,0.0,,3.6,8.3,0.44,0.7,2.2,0.33,1.8,4.3,6.1,0.7,1.4,0.7,1.8,5.4,7.9,3245
2004,15,MEM,Memphis Grizzlies,Mike Miller,23,4,4,98,4.4,12.5,0.35,1.8,4.8,0.38,2.6,7.7,0.33,0.4,1.1,0.33,0.0,4.4,4.4,1.1,1.8,0.0,1.8,1.5,11.0,1994
2004,15,MEM,Memphis Grizzlies,Bonzi Wells,27,4,0,94,7.3,14.2,0.51,0.0,0.4,0.0,7.3,13.8,0.53,3.4,5.4,0.64,0.8,3.8,4.6,1.5,1.5,0.4,3.4,3.1,18.0,3062
2004,15,MEM,Memphis Grizzlies,Stromile Swift,24,4,0,74,4.4,12.6,0.35,0.0,0.0,,4.4,12.6,0.35,2.9,3.9,0.75,2.9,6.3,9.2,1.5,1.5,2.9,1.5,2.9,11.7,2793
2004,15,MEM,Memphis Grizzlies,Shane Battier,25,4,0,69,3.1,7.8,0.4,1.6,3.7,0.43,1.6,4.2,0.38,2.1,3.1,0.67,3.1,3.1,6.3,0.5,0.0,0.5,2.1,8.9,9.9,189
2004,15,MEM,Memphis Grizzlies,Earl Watson,24,4,0,62,4.6,8.7,0.53,0.0,1.7,0.0,4.6,7.0,0.67,1.7,1.7,1.0,2.3,2.9,5.2,4.1,2.9,0.0,3.5,4.6,11.0,3041
2004,15,MEM,Memphis Grizzlies,Bo Outlaw,32,4,0,61,0.0,4.1,0.0,0.0,0.0,,0.0,4.1,0.0,1.2,2.4,0.5,0.6,1.8,2.4,3.5,1.2,1.2,1.8,5.3,1.2,2219
2004,15,MEM,Memphis Grizzlies,Ryan Humphrey,24,3,0,5,7.2,7.2,1.0,0.0,0.0,,7.2,7.2,1.0,0.0,0.0,,7.2,7.2,14.4,0.0,0.0,0.0,0.0,0.0,14.4,1358
2004,15,MEM,Memphis Grizzlies,Jake Tsakalidis,24,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,24.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,24.0,2912
