Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2007,21.0,UTA,NBA,SG,56.0,14.0,675.0,7.9,15.0,0.528,0.0,0.7,0.0,7.9,14.3,0.554,4.3,6.4,0.675,2.9,3.0,5.8,1.9,2.9,0.5,1.9,3.4,20.2,,115.0,107.0
2008,22.0,UTA,NBA,SG,76.0,76.0,2088.0,8.7,15.6,0.558,0.3,1.2,0.22,8.5,14.4,0.587,4.8,6.3,0.759,2.4,3.0,5.4,3.3,3.2,0.5,1.7,2.7,22.5,,124.0,106.0
2009,23.0,UTA,NBA,SF,81.0,80.0,2605.0,8.3,16.4,0.508,0.4,1.7,0.259,7.9,14.7,0.537,4.9,7.0,0.702,2.0,3.9,5.9,3.5,2.7,0.6,2.2,2.5,22.0,,113.0,108.0
2010,24.0,TOT,NBA,SG,58.0,53.0,1742.0,6.1,12.6,0.487,0.2,0.9,0.258,5.9,11.7,0.505,2.5,3.9,0.639,1.3,4.2,5.5,4.5,2.7,0.4,1.6,2.4,15.0,,110.0,106.0
2010,24.0,UTA,NBA,SG,53.0,53.0,1662.0,6.3,12.8,0.495,0.2,1.0,0.258,6.1,11.9,0.514,2.5,3.9,0.633,1.4,4.2,5.5,4.6,2.6,0.5,1.6,2.5,15.4,,111.0,106.0
2010,24.0,MEM,NBA,SG,5.0,0.0,80.0,1.9,8.3,0.231,0.0,0.0,,1.9,8.3,0.231,2.6,3.2,0.8,0.6,3.8,4.5,1.9,3.8,0.0,1.3,0.0,6.4,,78.0,108.0
2011,25.0,CHI,NBA,SG,81.0,1.0,1781.0,6.1,12.7,0.48,0.2,0.8,0.222,5.9,11.9,0.498,2.6,4.0,0.654,1.6,6.2,7.8,4.2,3.2,0.7,1.6,2.4,15.0,,110.0,98.0
2012,26.0,CHI,NBA,SG,66.0,43.0,1635.0,6.3,14.7,0.427,0.6,2.3,0.275,5.6,12.4,0.455,1.8,3.3,0.56,2.4,5.2,7.6,4.5,2.4,0.7,1.9,2.1,15.0,,103.0,99.0
2013,27.0,TOT,NBA,SF,60.0,34.0,853.0,4.4,12.3,0.354,1.4,4.7,0.303,2.9,7.6,0.385,1.0,2.4,0.41,2.6,6.1,8.7,3.1,2.7,0.4,1.1,2.1,11.1,,99.0,105.0
2013,27.0,NYK,NBA,SF,46.0,34.0,711.0,4.8,13.2,0.366,1.7,5.3,0.31,3.2,7.8,0.404,1.2,2.9,0.41,2.2,5.3,7.5,3.0,2.6,0.5,1.1,2.0,12.5,,100.0,106.0
2013,27.0,OKC,NBA,SF,14.0,0.0,142.0,2.2,8.3,0.261,0.4,1.8,0.2,1.8,6.5,0.278,0.0,0.0,,4.7,9.8,14.5,3.6,3.3,0.0,1.4,2.2,4.7,,92.0,99.0
2014,28.0,TOT,NBA,SF,24.0,3.0,160.0,0.9,4.7,0.2,0.3,2.5,0.125,0.6,2.2,0.286,0.0,0.6,0.0,0.6,3.7,4.4,3.1,1.9,0.3,0.6,1.2,2.2,,77.0,109.0
2014,28.0,HOU,NBA,SF,23.0,3.0,158.0,0.9,4.7,0.2,0.3,2.5,0.125,0.6,2.2,0.286,0.0,0.6,0.0,0.6,3.8,4.4,3.2,1.9,0.3,0.6,1.3,2.2,,77.0,109.0
2014,28.0,CHI,NBA,SF,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,110.0
