Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,26,SAC,Sacramento Kings,Harrison Barnes,27.0,72,72.0,2482,365,793,0.46,102,268,0.38,263,525,0.5,0.52,214,267,0.8,77,278,355,159,43,12,88,93,1046,167
2020,26,SAC,Sacramento Kings,Buddy Hield,27.0,72,44.0,2216,498,1162,0.43,271,688,0.39,227,474,0.48,0.55,115,136,0.85,57,271,328,213,66,17,168,165,1382,1278
2020,26,SAC,Sacramento Kings,Nemanja Bjelica,31.0,72,67.0,2011,314,653,0.48,134,320,0.42,180,333,0.54,0.58,69,84,0.82,111,347,458,203,62,40,99,216,831,250
2020,26,SAC,Sacramento Kings,Bogdan Bogdanovic,27.0,61,28.0,1766,337,766,0.44,164,441,0.37,173,325,0.53,0.55,86,116,0.74,26,181,207,207,64,15,102,133,924,276
2020,26,SAC,Sacramento Kings,Cory Joseph,28.0,72,26.0,1759,171,412,0.42,56,159,0.35,115,253,0.46,0.48,60,70,0.86,44,144,188,251,53,21,80,133,458,1571
2020,26,SAC,Sacramento Kings,De'Aaron Fox,22.0,51,49.0,1634,391,815,0.48,54,185,0.29,337,630,0.54,0.51,241,342,0.7,35,161,196,348,74,25,158,145,1077,950
2020,26,SAC,Sacramento Kings,Richaun Holmes,26.0,44,38.0,1242,223,344,0.65,0,0,,223,344,0.65,0.65,93,118,0.79,127,231,358,42,41,56,52,169,539,1315
2020,26,SAC,Sacramento Kings,Trevor Ariza,34.0,32,0.0,791,64,165,0.39,43,122,0.35,21,43,0.49,0.52,21,27,0.78,21,125,146,50,35,7,28,63,192,105
2020,26,SAC,Sacramento Kings,Harry Giles,21.0,46,17.0,667,139,251,0.55,0,2,0.0,139,249,0.56,0.55,38,49,0.78,43,145,188,60,22,18,44,119,316,1032
2020,26,SAC,Sacramento Kings,Kent Bazemore,30.0,25,0.0,577,87,208,0.42,28,73,0.38,59,135,0.44,0.49,55,75,0.73,14,108,122,32,29,9,31,75,257,198
2020,26,SAC,Sacramento Kings,Dewayne Dedmon,30.0,34,10.0,541,69,171,0.4,14,71,0.2,55,100,0.55,0.44,23,28,0.82,46,121,167,15,15,26,47,93,175,717
2020,26,SAC,Sacramento Kings,Yogi Ferrell,26.0,50,0.0,530,79,188,0.42,24,79,0.3,55,109,0.5,0.48,36,42,0.86,6,43,49,69,18,4,28,38,218,911
2020,26,SAC,Sacramento Kings,Marvin Bagley,20.0,13,6.0,334,78,167,0.47,4,22,0.18,74,145,0.51,0.48,25,31,0.81,29,68,97,10,6,12,18,43,185,138
2020,26,SAC,Sacramento Kings,Justin James,23.0,36,0.0,232,35,84,0.42,9,29,0.31,26,55,0.47,0.47,10,21,0.48,6,26,32,18,6,9,8,17,89,1427
2020,26,SAC,Sacramento Kings,Alex Len,26.0,15,3.0,225,35,59,0.59,2,3,0.67,33,56,0.59,0.61,17,24,0.71,31,60,91,8,3,15,16,34,89,1730
2020,26,SAC,Sacramento Kings,DaQuan Jeffries,22.0,13,0.0,141,20,40,0.5,5,18,0.28,15,22,0.68,0.56,5,6,0.83,3,15,18,7,4,1,2,19,50,1445
2020,26,SAC,Sacramento Kings,Anthony Tolliver,34.0,9,0.0,82,3,17,0.18,2,15,0.13,1,2,0.5,0.24,1,2,0.5,2,9,11,3,4,1,4,6,9,2891
2020,26,SAC,Sacramento Kings,Jabari Parker,24.0,6,0.0,80,21,36,0.58,1,4,0.25,20,32,0.62,0.6,8,9,0.89,7,16,23,10,3,1,4,6,51,2245
2020,26,SAC,Sacramento Kings,Wenyen Gabriel,22.0,11,0.0,61,6,17,0.35,1,8,0.12,5,9,0.56,0.38,6,10,0.6,4,6,10,3,3,2,5,7,19,974
2020,26,SAC,Sacramento Kings,Corey Brewer,33.0,5,0.0,33,2,4,0.5,0,1,0.0,2,3,0.67,0.5,1,3,0.33,2,6,8,2,4,0,2,7,5,342
2020,26,SAC,Sacramento Kings,Caleb Swanigan,22.0,7,0.0,23,2,4,0.5,0,0,,2,4,0.5,0.5,1,2,0.5,2,5,7,2,1,2,6,8,5,2790
2020,26,SAC,Sacramento Kings,Eric Mika,25.0,1,0.0,19,2,3,0.67,0,0,,2,3,0.67,0.67,2,2,1.0,2,5,7,0,0,0,0,5,6,1981
2020,26,SAC,Sacramento Kings,Kyle Guy,22.0,3,0.0,10,2,5,0.4,0,3,0.0,2,2,1.0,0.4,0,0,,0,1,1,1,0,0,0,1,4,1140
