Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2011,18,23,MIN,Minnesota Timberwolves,15,Maurice Ager,SG,6-5,202,1984-02-09,US,3,Michigan State
2011,18,203,MIN,Minnesota Timberwolves,8,Michael Beasley,SF,6-9,235,1989-01-09,US,2,Kansas State
2011,18,342,MIN,Minnesota Timberwolves,22,Corey Brewer,SF,6-9,186,1986-03-05,US,3,Florida
2011,18,847,MIN,Minnesota Timberwolves,19,Wayne Ellington,SG,6-4,207,1987-11-29,US,1,UNC
2011,18,928,MIN,Minnesota Timberwolves,10,Jonny Flynn,PG,6-0,185,1989-02-06,US,1,Syracuse
2011,18,982,MIN,Minnesota Timberwolves,1,Sundiata Gaines,PG,6-1,185,1986-04-18,US,1,Georgia
2011,18,1242,MIN,Minnesota Timberwolves,32,Lazar Hayward,SF,6-6,225,1986-11-26,US,R,Marquette
2011,18,1520,MIN,Minnesota Timberwolves,4,Wesley Johnson,SG,6-7,215,1987-07-11,US,R,"Iowa State, Syracuse"
2011,18,1655,MIN,Minnesota Timberwolves,41,Kosta Koufos,C,7-0,245,1989-02-24,US,2,Ohio State
2011,18,1783,MIN,Minnesota Timberwolves,42,Kevin Love,PF,6-8,251,1988-09-07,US,2,UCLA
2011,18,1991,MIN,Minnesota Timberwolves,31,Darko Milicic,C,7-0,250,1985-06-20,RS,7,
2011,18,2281,MIN,Minnesota Timberwolves,14,Nikola Pekovic,C,6-11,307,1986-01-03,ME,R,
2011,18,2400,MIN,Minnesota Timberwolves,15,Anthony Randolph,C,6-10,205,1989-07-15,DE,2,LSU
2011,18,2456,MIN,Minnesota Timberwolves,13,Luke Ridnour,PG,6-2,175,1981-02-13,US,7,Oregon
2011,18,2833,MIN,Minnesota Timberwolves,3,Sebastian Telfair,PG,6-0,165,1985-06-09,US,6,
2011,18,2899,MIN,Minnesota Timberwolves,44,Anthony Tolliver,SF,6-8,240,1985-06-01,US,2,Creighton
2011,18,3065,MIN,Minnesota Timberwolves,5,Martell Webster,SF,6-7,230,1986-12-04,US,5,
