Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1987,25.0,ATL,NBA,PF,9.0,0.0,162.0,12.6,18.1,0.696,0.0,0.0,,12.6,18.1,0.696,8.4,10.4,0.813,3.6,5.2,8.7,4.2,1.0,2.6,3.2,11.7,33.7,,136.0,109.0
1988,26.0,ATL,NBA,PF,12.0,0.0,210.0,8.8,16.6,0.529,0.0,0.2,0.0,8.8,16.3,0.537,2.2,3.4,0.643,2.9,7.1,10.0,3.7,1.0,4.1,2.4,11.4,19.7,,109.0,111.0
1989,27.0,ATL,NBA,PF,5.0,0.0,81.0,8.9,14.3,0.619,0.0,0.0,,8.9,14.3,0.619,5.5,7.5,0.727,3.4,2.0,5.5,4.8,0.0,2.7,2.7,8.9,23.2,,127.0,119.0
1992,30.0,SAS,NBA,PF,3.0,3.0,109.0,11.3,20.6,0.545,0.5,0.9,0.5,10.8,19.7,0.548,4.7,7.5,0.625,3.8,7.0,10.8,1.4,0.9,5.2,1.9,6.6,27.7,,121.0,117.0
1993,31.0,SAS,NBA,PF,8.0,8.0,171.0,11.8,22.3,0.527,0.0,0.0,,11.8,22.3,0.527,1.8,3.0,0.6,3.9,7.5,11.5,2.7,0.9,2.7,2.1,8.4,25.3,,109.0,106.0
1994,32.0,SAS,NBA,PF,3.0,0.0,37.0,7.4,16.4,0.455,0.0,0.0,,7.4,16.4,0.455,11.9,13.4,0.889,1.5,0.0,1.5,4.5,1.5,3.0,0.0,10.4,26.8,,143.0,113.0
1995,33.0,UTA,NBA,C,5.0,0.0,114.0,6.6,14.6,0.452,0.0,0.0,,6.6,14.6,0.452,9.4,11.3,0.833,1.4,5.6,7.0,3.3,1.4,2.3,1.9,12.2,22.5,,120.0,119.0
1996,34.0,UTA,NBA,SF,18.0,0.0,339.0,7.6,16.0,0.474,0.0,0.0,,7.6,16.0,0.474,2.8,4.1,0.68,1.8,3.8,5.6,3.5,0.7,2.3,2.6,10.9,18.0,,100.0,103.0
1997,35.0,UTA,NBA,PF,20.0,0.0,280.0,7.9,16.4,0.482,0.0,0.0,,7.9,16.4,0.482,3.6,4.8,0.75,2.2,5.7,7.9,2.0,1.2,1.8,3.6,12.7,19.4,,97.0,107.0
1998,36.0,UTA,NBA,PF,20.0,0.0,292.0,7.9,17.3,0.456,0.0,0.0,,7.9,17.3,0.456,1.2,1.5,0.75,3.1,4.8,7.9,2.1,0.2,2.3,1.7,12.1,16.9,,97.0,103.0
1999,37.0,HOU,NBA,PF,4.0,0.0,37.0,5.7,15.7,0.364,0.0,0.0,,5.7,15.7,0.364,0.0,0.0,,4.3,5.7,10.0,5.7,0.0,1.4,5.7,27.1,11.4,,75.0,110.0
