Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1987,7,DAL,Dallas Mavericks,Rolando Blackman,27,4,4,153,11.1,22.5,0.49,0.0,0.3,0.0,11.1,22.2,0.5,6.8,7.4,0.92,1.2,3.1,4.3,5.2,0.6,0.0,2.5,2.2,28.9,,119,123
1987,7,DAL,Dallas Mavericks,Sam Perkins,25,4,4,133,9.2,18.4,0.5,0.0,1.4,0.0,9.2,17.0,0.54,5.7,8.1,0.7,4.2,7.8,12.0,1.8,1.4,0.4,3.2,5.7,24.1,,110,117
1987,7,DAL,Dallas Mavericks,Mark Aguirre,27,4,4,130,11.2,22.5,0.5,0.0,1.4,0.0,11.2,21.0,0.53,8.3,10.9,0.77,4.0,4.7,8.7,2.9,2.9,0.0,3.3,5.4,30.8,,116,116
1987,7,DAL,Dallas Mavericks,Derek Harper,25,4,4,123,7.7,15.3,0.5,0.8,3.4,0.22,6.9,11.9,0.58,9.2,11.5,0.8,0.8,3.8,4.6,10.3,2.7,0.0,1.9,2.7,25.3,,135,118
1987,7,DAL,Dallas Mavericks,Roy Tarpley,22,4,1,114,9.9,19.8,0.5,0.0,0.0,,9.9,19.8,0.5,2.1,2.9,0.71,7.4,9.9,17.4,0.4,0.4,2.9,2.9,7.4,21.9,,109,115
1987,7,DAL,Dallas Mavericks,Detlef Schrempf,24,4,0,97,6.3,17.0,0.37,0.0,1.5,0.0,6.3,15.5,0.41,2.4,5.3,0.46,1.9,3.9,5.8,2.9,1.5,1.0,2.9,6.3,15.1,,84,119
1987,7,DAL,Dallas Mavericks,Brad Davis,31,4,0,75,8.2,14.4,0.56,0.0,1.3,0.0,8.2,13.2,0.62,4.4,5.7,0.78,1.3,4.4,5.7,10.7,0.0,0.0,3.8,2.5,20.7,,119,123
1987,7,DAL,Dallas Mavericks,James Donaldson,29,3,3,68,2.8,3.5,0.8,0.0,0.0,,2.8,3.5,0.8,5.5,6.2,0.89,1.4,10.4,11.8,1.4,0.7,2.1,1.4,4.2,11.1,,154,115
1987,7,DAL,Dallas Mavericks,Bill Wennington,23,4,0,47,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,3.0,5.0,0.6,4.0,6.0,10.0,4.0,0.0,3.0,3.0,9.0,15.0,,107,119
1987,7,DAL,Dallas Mavericks,Uwe Blab,24,1,0,10,4.7,4.7,1.0,0.0,0.0,,4.7,4.7,1.0,4.7,18.8,0.25,4.7,9.4,14.1,0.0,4.7,4.7,9.4,18.8,14.1,,64,105
1987,7,DAL,Dallas Mavericks,Dennis Nutt,23,1,0,10,4.7,23.6,0.2,0.0,9.4,0.0,4.7,14.1,0.33,0.0,0.0,,4.7,4.7,9.4,4.7,0.0,0.0,4.7,0.0,9.4,,57,123
