SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1987,14,LAL,James Worthy,25,18,18,681,12.3,20.9,0.59,0.0,0.1,0.0,12.3,20.7,0.6,5.1,6.8,0.75,2.2,4.9,7.1,4.4,2.0,1.5,2.8,2.9,29.8,,123,109
1987,14,LAL,Magic Johnson,27,18,18,666,10.5,19.4,0.54,0.1,0.7,0.2,10.3,18.7,0.55,7.0,8.5,0.83,2.0,8.0,10.0,15.7,2.2,0.5,3.7,2.7,28.1,,129,107
1987,14,LAL,Byron Scott,25,18,18,608,8.1,16.5,0.49,0.5,2.7,0.21,7.5,13.8,0.55,4.2,5.3,0.79,1.6,3.3,4.9,4.5,1.5,0.3,2.0,4.1,20.9,,117,112
1987,14,LAL,Kareem Abdul-Jabbar,39,18,18,559,10.6,20.0,0.53,0.0,0.1,0.0,10.6,19.9,0.53,8.3,10.4,0.8,3.3,7.2,10.5,3.1,0.7,3.0,3.4,4.8,29.5,,119,108
1987,14,LAL,Michael Cooper,30,18,0,522,7.0,14.5,0.48,3.1,6.4,0.49,3.9,8.1,0.48,4.2,4.9,0.85,0.7,4.7,5.4,8.2,2.3,1.3,3.4,4.2,21.4,,123,108
1987,14,LAL,A.C. Green,23,18,18,505,6.7,12.3,0.55,0.0,0.0,,6.7,12.3,0.55,6.1,8.2,0.75,5.1,8.3,13.4,1.0,0.9,0.8,1.6,4.4,19.6,,130,109
1987,14,LAL,Mychal Thompson,32,18,0,401,7.4,16.3,0.45,0.0,0.0,,7.4,16.3,0.45,4.0,6.0,0.68,3.5,7.0,10.5,1.1,0.8,2.0,1.9,6.0,18.8,,107,109
1987,14,LAL,Kurt Rambis,28,17,0,215,5.3,9.1,0.58,0.0,0.0,,5.3,9.1,0.58,6.9,7.5,0.91,3.6,11.3,14.9,2.0,1.8,0.7,2.9,9.3,17.5,,129,105
1987,14,LAL,Wes Matthews,27,12,0,61,8.6,18.0,0.48,0.0,0.8,0.0,8.6,17.2,0.5,4.7,5.5,0.86,0.0,3.1,3.1,7.0,0.8,0.0,10.2,7.0,21.9,,81,113
1987,14,LAL,Adrian Branch,23,11,0,42,4.5,23.9,0.19,0.0,1.1,0.0,4.5,22.7,0.2,6.8,13.6,0.5,3.4,8.0,11.4,5.7,2.3,0.0,5.7,11.4,15.9,,66,107
1987,14,LAL,Mike Smrek,24,10,0,33,2.9,14.5,0.2,0.0,0.0,,2.9,14.5,0.2,5.8,8.7,0.67,4.3,5.8,10.1,0.0,0.0,8.7,1.4,21.7,11.6,,83,105
1987,14,LAL,Billy Thompson,23,3,0,27,10.6,19.4,0.55,0.0,0.0,,10.6,19.4,0.55,3.5,3.5,1.0,5.3,5.3,10.6,3.5,7.1,0.0,0.0,3.5,24.8,,140,99
