PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Grant Hill,24,80,3147,25.5,0.556,0.026000000000000002,0.503,5.0,23.1,14.2,36.0,2.6,1.3,14.4,28.3,,8.7,5.9,14.6,0.223,,5.4,2.7,8.2,8.0
Lindsey Hunter,26,82,3023,13.4,0.515,0.449,0.195,2.5,7.0,4.8,8.9,2.4,0.7,7.8,20.1,,3.0,3.4,6.4,0.10099999999999999,,0.0,0.5,0.5,1.9
Joe Dumars,33,79,2923,15.6,0.586,0.439,0.293,1.7,6.4,4.1,18.7,1.1,0.0,11.5,18.9,,6.8,2.0,8.8,0.14400000000000002,,2.6,-1.0,1.6,2.7
Otis Thorpe,34,79,2661,16.1,0.563,0.003,0.385,10.8,18.1,14.5,9.0,1.3,0.5,13.6,19.8,,4.5,3.4,7.9,0.142,,-0.1,-0.5,-0.6,0.9
Terry Mills,29,79,1997,16.4,0.585,0.591,0.1,4.3,18.8,11.7,8.9,1.0,1.1,10.4,20.3,,3.6,2.5,6.2,0.14800000000000002,,3.0,-0.3,2.7,2.4
Theo Ratliff,23,76,1292,15.9,0.5660000000000001,0.0,0.344,10.7,13.9,12.3,1.8,1.3,7.1,12.6,17.0,,1.8,2.1,3.9,0.14400000000000002,,-2.0,1.2,-0.8,0.4
Michael Curry,28,81,1217,10.4,0.5920000000000001,0.348,0.489,2.4,9.6,6.1,5.6,1.4,0.8,9.4,12.1,,2.0,1.2,3.2,0.126,,-1.7,0.8,-0.9,0.3
Grant Long,30,65,1166,12.2,0.523,0.171,0.305,9.6,14.0,11.8,5.5,2.1,0.4,13.3,15.3,,1.1,1.5,2.6,0.107,,-1.0,0.3,-0.6,0.4
Aaron McKie,24,42,850,14.8,0.5579999999999999,0.23,0.292,4.0,14.5,9.4,15.1,2.9,0.7,15.1,16.2,,1.1,1.3,2.4,0.13699999999999998,,-0.2,1.7,1.5,0.7
Don Reid,23,47,462,11.1,0.523,0.009000000000000001,0.28600000000000003,9.9,17.1,13.6,5.1,2.0,2.7,15.4,16.0,,0.3,0.8,1.0,0.109,,-5.3,1.0,-4.3,-0.3
Litterial Green,26,45,311,13.5,0.531,0.156,0.7340000000000001,2.5,6.3,4.4,21.4,2.9,0.3,15.0,15.9,,0.4,0.4,0.8,0.11900000000000001,,-1.9,1.5,-0.4,0.1
Stacey Augmon,28,20,292,9.6,0.473,0.0,0.532,6.1,14.6,10.4,8.5,1.9,2.8,22.1,20.7,,-0.4,0.4,0.0,0.003,,-4.4,1.1,-3.3,-0.1
Rick Mahorn,38,22,218,8.8,0.44,0.019,0.40700000000000003,11.1,19.0,15.1,4.4,1.0,1.1,13.6,16.7,,0.0,0.3,0.3,0.055,,-4.7,-0.7,-5.4,-0.2
Jerome Williams,23,33,177,12.6,0.419,0.0,0.33299999999999996,15.8,19.3,17.6,6.6,4.2,0.5,18.2,20.0,,-0.2,0.4,0.2,0.049,,-3.1,0.3,-2.8,0.0
Kenny Smith,31,9,64,14.7,0.551,0.5,0.1,0.0,9.5,4.9,26.6,0.9,0.0,12.6,18.5,,0.1,0.0,0.2,0.13,,2.4,-0.2,2.2,0.1
Randolph Childress,24,4,30,2.4,0.5,0.3,0.0,0.0,4.1,2.1,11.5,3.8,0.0,33.3,24.7,,-0.1,0.0,-0.1,-0.13699999999999998,,-8.9,-0.8,-9.8,-0.1
