Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1994.0,3.0,1038,NJN,New Jersey Nets,Armen Gilliam,29.0,4.0,0.0,112.0,7.2,16.4,0.44,0.0,0.5,0.0,7.2,15.9,0.46,5.8,7.7,0.75,0.5,11.5,12.0,0.5,1.0,3.4,1.4,3.4,20.2,105.0,98.0
1994.0,3.0,217,NJN,New Jersey Nets,Benoit Benjamin,29.0,4.0,4.0,108.0,3.5,8.5,0.41,0.0,0.0,,3.5,8.5,0.41,3.5,4.0,0.88,2.5,8.0,10.5,0.5,1.0,4.0,2.5,8.0,10.5,95.0,100.0
1994.0,3.0,2048,NJN,New Jersey Nets,Chris Morris,28.0,4.0,3.0,98.0,6.6,23.6,0.28,1.6,11.0,0.15,4.9,12.6,0.39,5.5,5.5,1.0,6.0,6.0,12.1,3.8,2.7,2.7,3.3,7.7,20.3,90.0,99.0
,,1422,,,Dave Jamerson,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,3.0,3070,NJN,New Jersey Nets,David Wesley,23.0,3.0,0.0,18.0,9.0,21.0,0.43,3.0,12.0,0.25,6.0,9.0,0.67,6.0,6.0,1.0,0.0,0.0,0.0,9.0,6.0,0.0,12.0,0.0,26.9,84.0,100.0
1994.0,3.0,563,NJN,New Jersey Nets,Derrick Coleman,26.0,4.0,4.0,173.0,8.4,21.2,0.4,1.6,2.8,0.56,6.9,18.4,0.37,12.2,15.6,0.78,5.9,11.8,17.8,3.1,0.6,1.6,5.6,3.7,30.5,105.0,100.0
,,2572,,,Dwayne Schintzius,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,3.0,3147,NJN,New Jersey Nets,Jayson Williams,25.0,2.0,0.0,17.0,0.0,9.5,0.0,0.0,0.0,,0.0,9.5,0.0,3.2,6.3,0.5,9.5,0.0,9.5,0.0,0.0,0.0,6.3,15.9,3.2,43.0,112.0
1994.0,3.0,2136,NJN,New Jersey Nets,Johnny Newman,30.0,4.0,0.0,54.0,3.0,13.0,0.23,1.0,4.0,0.25,2.0,9.0,0.22,5.0,7.0,0.71,2.0,3.0,5.0,2.0,2.0,2.0,3.0,11.0,12.0,79.0,104.0
1994.0,3.0,77,NJN,New Jersey Nets,Kenny Anderson,23.0,4.0,4.0,181.0,5.7,16.1,0.35,0.9,3.0,0.3,4.8,13.1,0.36,6.6,9.8,0.67,0.6,3.0,3.6,8.0,2.7,0.0,2.7,3.3,18.8,101.0,104.0
1994.0,3.0,835,NJN,New Jersey Nets,Kevin Edwards,28.0,4.0,4.0,148.0,6.6,18.2,0.36,0.0,0.7,0.0,6.6,17.5,0.38,4.7,5.1,0.93,2.9,2.9,5.8,3.3,1.8,0.4,3.3,3.3,17.8,91.0,106.0
1994.0,3.0,393,NJN,New Jersey Nets,P.J. Brown,24.0,4.0,1.0,56.0,1.9,8.7,0.22,0.0,0.0,,1.9,8.7,0.22,7.7,7.7,1.0,3.8,3.8,7.7,2.9,0.0,1.9,2.9,12.5,11.5,101.0,107.0
1994.0,3.0,3015,NJN,New Jersey Nets,Rex Walters,23.0,1.0,0.0,1.0,53.9,53.9,1.0,0.0,0.0,,53.9,53.9,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.8,200.0,113.0
1994.0,3.0,1816,NJN,New Jersey Nets,Rick Mahorn,35.0,3.0,0.0,19.0,0.0,2.8,0.0,0.0,0.0,,0.0,2.8,0.0,0.0,0.0,,2.8,8.5,11.3,0.0,0.0,2.8,2.8,19.9,0.0,25.0,102.0
,,82,,,Ron Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2486,,,Rumeal Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
