Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,5,CHI,Charlotte Bobcats,Dave Greenwood,24,82,82,35.5,5.9,12.4,0.47,0.0,0.0,0.0,5.9,12.3,0.48,0.47,2.9,3.5,0.82,2.3,7.2,9.6,3.2,0.9,1.1,2.2,3.6,14.6,1119
1982,5,CHI,Charlotte Bobcats,Reggie Theus,24,82,82,34.6,6.8,14.6,0.47,0.3,1.2,0.25,6.5,13.3,0.49,0.48,4.4,5.5,0.81,1.4,2.4,3.8,5.8,1.1,0.2,3.4,3.0,18.4,2836
1982,5,CHI,Charlotte Bobcats,Artis Gilmore,32,82,82,34.1,6.7,10.2,0.65,0.0,0.0,1.0,6.6,10.2,0.65,0.65,5.2,6.7,0.77,2.7,7.5,10.2,1.7,0.6,2.7,2.8,3.5,18.5,1039
1982,5,CHI,Charlotte Bobcats,Ronnie Lester,23,75,74,30.0,4.4,8.8,0.5,0.1,0.1,0.5,4.3,8.7,0.5,0.5,2.8,3.4,0.81,1.0,1.8,2.8,4.8,1.1,0.2,2.5,2.1,11.6,1737
1982,5,CHI,Charlotte Bobcats,Dwight Jones,29,78,18,26.2,3.9,7.3,0.53,0.0,0.0,1.0,3.9,7.3,0.53,0.53,2.2,3.1,0.72,2.0,4.5,6.5,1.5,0.6,0.5,2.0,2.8,10.0,1540
1982,5,CHI,Charlotte Bobcats,Ricky Sobers,29,80,6,24.2,4.5,10.0,0.45,0.2,1.0,0.25,4.3,9.1,0.47,0.46,2.4,3.2,0.77,0.5,1.3,1.8,3.8,0.9,0.2,2.7,3.0,11.8,2715
1982,5,CHI,Charlotte Bobcats,Larry Kenon,29,60,30,17.3,3.2,6.9,0.47,0.0,0.0,,3.2,6.9,0.47,0.47,0.8,1.5,0.57,1.2,1.8,3.0,1.1,0.5,0.1,1.4,1.2,7.2,1596
1982,5,CHI,Charlotte Bobcats,Orlando Woolridge,22,75,12,15.8,2.7,5.3,0.51,0.0,0.0,0.0,2.7,5.2,0.52,0.51,1.9,2.7,0.7,1.1,1.9,3.0,1.1,0.3,0.3,1.4,2.0,7.3,3229
1982,5,CHI,Charlotte Bobcats,James Wilkes,23,57,22,15.1,2.2,4.7,0.48,0.0,0.0,0.0,2.2,4.6,0.48,0.48,1.0,1.4,0.72,1.1,1.7,2.8,1.1,0.5,0.3,1.1,2.0,5.5,3117
1982,5,CHI,Charlotte Bobcats,Coby Dietrick,33,74,0,13.5,1.2,2.7,0.46,0.0,0.0,0.0,1.2,2.7,0.46,0.46,0.5,0.7,0.7,0.9,1.7,2.5,1.2,0.7,0.4,0.6,1.8,3.0,747
1982,5,CHI,Charlotte Bobcats,Ray Blume,23,49,2,11.1,2.1,4.5,0.46,0.1,0.4,0.22,2.0,4.2,0.48,0.47,0.4,0.6,0.64,0.3,0.6,0.8,1.4,0.5,0.0,1.1,1.2,4.6,273
1982,5,CHI,Charlotte Bobcats,Tracy Jackson,22,38,0,10.8,1.8,3.8,0.47,0.0,0.0,,1.8,3.8,0.47,0.47,0.8,1.0,0.82,0.7,0.6,1.3,0.6,0.3,0.1,0.5,1.1,4.5,1419
1982,5,CHI,Charlotte Bobcats,Jackie Robinson,26,3,0,9.7,1.0,3.0,0.33,0.0,0.0,,1.0,3.0,0.33,0.33,1.3,1.3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,3.3,2477
1982,5,CHI,Charlotte Bobcats,Roger Burkman,23,6,0,5.0,0.0,0.7,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.8,1.0,0.83,0.3,0.7,1.0,0.8,1.0,0.3,0.5,1.0,0.8,423
