Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2002.0,18.0,2274,MIN,Minnesota Timberwolves,Anthony Peeler,32.0,3.0,0.0,67.0,6.7,14.8,0.45,3.7,6.7,0.56,3.0,8.2,0.36,3.0,4.4,0.67,0.7,8.9,9.6,1.5,3.0,0.0,4.4,3.7,20.0,99.0,113.0
2002.0,18.0,242,MIN,Minnesota Timberwolves,Chauncey Billups,25.0,3.0,3.0,134.0,8.5,18.9,0.45,2.2,5.6,0.4,6.3,13.3,0.47,5.2,7.4,0.7,0.4,5.2,5.6,6.3,1.1,0.4,3.3,5.2,24.5,111.0,118.0
,,1001,,,Dean Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.0,18.0,1775,MIN,Minnesota Timberwolves,Felipe Lopez,27.0,3.0,0.0,30.0,1.7,6.6,0.25,1.7,3.3,0.5,0.0,3.3,0.0,1.7,3.3,0.5,1.7,0.0,1.7,1.7,1.7,0.0,1.7,9.9,6.6,88.0,120.0
2002.0,18.0,2906,MIN,Minnesota Timberwolves,Gary Trent,27.0,3.0,0.0,48.0,8.3,16.6,0.5,0.0,0.0,,8.3,16.6,0.5,3.1,6.2,0.5,5.2,4.1,9.3,1.0,0.0,0.0,3.1,8.3,19.7,101.0,121.0
2002.0,18.0,2685,MIN,Minnesota Timberwolves,Joe Smith,26.0,3.0,1.0,43.0,3.5,8.1,0.43,0.0,0.0,,3.5,8.1,0.43,8.1,9.2,0.88,4.6,8.1,12.7,0.0,0.0,1.2,1.2,9.2,15.0,134.0,118.0
2002.0,18.0,997,MIN,Minnesota Timberwolves,Kevin Garnett,25.0,3.0,3.0,130.0,9.2,21.4,0.43,0.4,0.8,0.5,8.8,20.6,0.43,8.8,12.2,0.72,6.1,15.3,21.4,5.7,1.9,1.9,4.6,4.2,27.5,108.0,109.0
,,3225,,,Loren Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.0,18.0,1407,MIN,Minnesota Timberwolves,Marc Jackson,27.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,,123.0
,,878,,,Maurice Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.0,18.0,2129,MIN,Minnesota Timberwolves,Rasho Nesterovic,25.0,3.0,3.0,92.0,8.1,16.7,0.48,0.0,0.0,,8.1,16.7,0.48,2.2,4.9,0.44,3.2,7.6,10.8,1.6,0.5,0.0,2.2,5.4,18.4,101.0,119.0
2002.0,18.0,2232,MIN,Minnesota Timberwolves,Robert Pack,32.0,3.0,0.0,10.0,5.0,24.8,0.2,0.0,5.0,0.0,5.0,19.9,0.25,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.8,14.9,54.0,123.0
2002.0,18.0,2012,MIN,Minnesota Timberwolves,Sam Mitchell,38.0,3.0,2.0,34.0,4.4,13.1,0.33,0.0,0.0,,4.4,13.1,0.33,2.9,2.9,1.0,0.0,2.9,2.9,4.4,1.5,1.5,0.0,7.3,11.7,105.0,117.0
,,334,,,Terrell Brandon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.0,18.0,2798,MIN,Minnesota Timberwolves,Wally Szczerbiak,24.0,3.0,3.0,131.0,8.0,16.7,0.48,0.8,3.4,0.22,7.2,13.3,0.54,6.1,6.8,0.89,3.4,4.5,8.0,2.3,0.8,0.0,3.0,3.0,22.7,115.0,120.0
,,125,,,William Avery,,,,,,,,,,,,,,,,,,,,,,,,,,,
