Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,25.0,MEM,NBA,SF,4.0,0.0,17.3,1.5,3.8,0.4,0.8,1.8,0.429,0.8,2.0,0.375,0.5,1.0,1.5,0.667,1.5,1.5,3.0,0.3,0.0,0.3,1.0,4.3,4.8
2005,26.0,MEM,NBA,SG,4.0,4.0,29.8,3.3,7.8,0.419,0.3,1.8,0.143,3.0,6.0,0.5,0.435,0.5,1.3,0.4,2.5,4.3,6.8,1.5,0.5,1.0,1.0,3.5,7.3
2006,27.0,MEM,NBA,SF,4.0,4.0,32.3,2.5,5.0,0.5,0.5,1.8,0.286,2.0,3.3,0.615,0.55,0.5,1.5,0.333,1.8,4.0,5.8,0.5,1.0,0.5,2.0,4.0,6.0
2007,28.0,HOU,NBA,SF,7.0,7.0,38.9,3.3,7.3,0.451,2.7,6.1,0.442,0.6,1.1,0.5,0.637,1.0,1.1,0.875,0.4,2.1,2.6,2.1,1.7,1.0,1.1,2.9,10.3
2008,29.0,HOU,NBA,SF,6.0,6.0,41.0,3.3,7.5,0.444,2.0,4.2,0.48,1.3,3.3,0.4,0.578,1.3,1.8,0.727,1.2,2.7,3.8,0.5,1.0,0.8,1.3,3.2,10.0
2009,30.0,HOU,NBA,SG,13.0,13.0,38.2,2.5,6.2,0.407,1.3,4.2,0.315,1.2,2.1,0.593,0.512,1.7,1.8,0.957,1.6,3.3,4.9,2.4,1.1,0.7,1.2,2.5,8.1
2011,32.0,MEM,NBA,SF,13.0,0.0,26.1,2.2,5.1,0.439,0.6,2.2,0.276,1.6,2.8,0.568,0.5,0.5,0.7,0.667,1.3,2.7,4.0,1.2,0.5,0.5,0.5,2.1,5.5
2012,33.0,MIA,NBA,SF,23.0,16.0,33.4,2.3,6.1,0.379,1.8,4.8,0.382,0.5,1.3,0.367,0.529,0.6,0.7,0.813,0.7,2.6,3.2,1.2,1.0,0.6,0.7,3.0,7.0
2013,34.0,MIA,NBA,SF,22.0,0.0,17.8,1.2,4.2,0.29,1.2,4.0,0.295,0.0,0.2,0.2,0.43,1.0,1.3,0.821,0.4,1.3,1.7,0.5,0.2,0.3,0.2,2.2,4.7
2014,35.0,MIA,NBA,SF,16.0,6.0,12.6,0.8,1.6,0.462,0.6,1.3,0.45,0.2,0.4,0.5,0.635,0.3,0.3,0.8,0.1,0.6,0.6,0.3,0.3,0.1,0.3,1.4,2.3
