NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
42,Elton Brand,PF,6-8,275,1979-03-11,US,10,Duke
7,Primož Brezec,C,7-2,252,1979-10-02,SI,7,
25,Rodney Carney,SG,6-7,205,1984-04-15,US,3,Memphis
1,Samuel Dalembert,C,6-11,255,1981-05-10,HT,7,Seton Hall
8,Francisco Elson,C,7-0,235,1976-02-28,NL,6,California
33,Willie Green,SG,6-4,200,1981-07-28,US,6,Detroit Mercy
11,Jrue Holiday,PG,6-3,205,1990-06-12,US,R,UCLA
9,Andre Iguodala,SF,6-6,215,1984-01-28,US,5,Arizona
3,Allen Iverson,SG,6-0,165,1975-06-07,US,13,Georgetown
12,Royal Ivey,SG,6-3,200,1981-12-20,US,5,Texas
72,Jason Kapono,SF,6-8,213,1981-02-04,US,6,UCLA
20,Jodie Meeks,SG,6-4,210,1987-08-21,US,R,Kentucky
14,Jason Smith,PF,7-0,240,1986-03-02,US,1,Colorado State
16,Marreese Speights,C,6-10,255,1987-08-04,US,1,Florida
23,Lou Williams,PG,6-1,175,1986-10-27,US,4,
21,Thaddeus Young,PF,6-8,235,1988-06-21,US,2,Georgia Tech
