NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
7,Tiny Archibald,PG,6-1,150,1948-09-02,US,9,Texas-El Paso
33,Larry Bird,PF,6-9,220,1956-12-07,US,1,Indiana State University
30,M.L. Carr,SF,6-6,205,1951-01-09,US,5,Guilford College
40,Terry Duerod,SG,6-2,180,1956-07-29,US,1,Detroit Mercy
45,Eric Fernsten,C,6-10,205,1953-11-01,US,3,San Francisco
42,Chris Ford,SG,6-5,190,1949-01-11,US,8,Villanova
43,Gerald Henderson,PG,6-2,175,1956-01-16,US,1,VCU
20,Wayne Kreklow,SG,6-4,175,1957-01-04,US,R,Drake University
31,Cedric Maxwell,SF,6-8,205,1955-11-21,US,3,UNC Charlotte
32,Kevin McHale,PF,6-10,210,1957-12-19,US,R,Minnesota
0,Robert Parish,C,7-1,230,1953-08-30,US,4,Centenary (LA)
53,Rick Robey,C,6-11,230,1956-01-30,US,2,Kentucky
