SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1993,20,NYK,Patrick Ewing,30,15,604,21.6,0.54,0.0,0.25,8.6,24.0,16.4,12.0,1.5,3.6,9.8,29.5,1.0,1.0,1.9,0.16,2.5,2.0,4.5,1.0
1993,20,NYK,John Starks,27,15,575,12.6,0.55,0.38,0.3,0.8,10.0,5.4,27.0,1.4,0.4,19.5,22.0,0.4,0.5,0.8,0.07,0.0,0.4,0.4,0.3
1993,20,NYK,Anthony Mason,26,15,510,16.2,0.62,0.0,0.56,13.1,12.7,12.9,12.8,1.0,0.8,13.1,15.4,1.3,0.5,1.7,0.16,2.2,1.8,4.0,0.7
1993,20,NYK,Charles Oakley,29,15,507,13.7,0.54,0.0,0.42,17.0,22.2,19.6,5.2,1.7,0.3,18.8,17.0,0.4,0.7,1.0,0.1,-0.6,0.4,-0.2,0.2
1993,20,NYK,Doc Rivers,31,15,458,15.2,0.58,0.29,0.57,1.6,8.6,5.1,28.2,3.4,0.2,18.5,15.9,0.8,0.6,1.4,0.14,0.5,3.3,3.8,0.6
1993,20,NYK,Charles Smith,27,15,388,12.3,0.52,0.0,0.36,8.4,10.2,9.3,8.5,1.2,2.5,15.3,21.9,0.2,0.4,0.6,0.07,-2.1,0.7,-1.4,0.1
1993,20,NYK,Greg Anthony,25,15,240,12.7,0.45,0.23,0.23,2.0,13.0,7.5,32.3,2.9,0.3,14.3,14.5,0.2,0.3,0.5,0.1,-1.8,3.0,1.2,0.2
1993,20,NYK,Rolando Blackman,33,15,214,3.6,0.44,0.23,0.28,2.3,7.3,4.8,11.2,0.7,0.7,22.6,19.5,-0.4,0.1,-0.3,-0.06,-6.3,-1.4,-7.7,-0.3
1993,20,NYK,Hubert Davis,22,7,96,8.8,0.59,0.08,0.12,1.3,6.2,3.8,8.3,3.3,0.0,25.5,16.5,-0.1,0.1,0.0,0.02,-3.2,2.9,-0.3,0.0
1993,20,NYK,Herb Williams,34,7,69,7.7,0.44,0.0,0.29,8.8,15.6,12.2,4.1,0.8,4.1,11.3,11.6,0.0,0.1,0.1,0.08,-4.2,1.9,-2.3,0.0
1993,20,NYK,Tony Campbell,30,2,33,8.8,0.52,0.1,0.8,7.4,7.3,7.3,9.3,1.6,0.0,18.2,22.5,0.0,0.0,0.0,0.05,-4.0,-0.2,-4.2,0.0
1993,20,NYK,Eric Anderson,22,2,6,-3.5,0.5,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,33.3,22.5,0.0,0.0,0.0,-0.18,-15.0,-1.9,-16.8,0.0
