Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1993,6,672,CLE,Cleveland Cavaliers,Brad Daugherty,27,9,356,19.7,0.61,0.0,0.44,8.9,27.5,18.2,15.0,0.9,1.3,16.0,21.2,0.7,0.4,1.2,0.16,3.3,0.7,4.0,0.5
1993,6,2109,CLE,Cleveland Cavaliers,Larry Nance,33,9,329,20.6,0.6,0.0,0.28,13.0,14.7,13.8,11.1,1.3,2.8,4.7,17.9,1.1,0.4,1.4,0.21,4.2,0.9,5.1,0.6
1993,6,838,CLE,Cleveland Cavaliers,Craig Ehlo,31,9,289,11.3,0.5,0.29,0.16,4.2,9.0,6.6,13.7,2.2,0.9,14.8,18.3,0.0,0.3,0.3,0.04,-0.3,0.3,0.1,0.2
1993,6,2360,CLE,Cleveland Cavaliers,Mark Price,28,9,288,13.8,0.54,0.27,0.25,0.4,7.8,4.1,31.2,2.8,0.0,23.5,22.6,-0.1,0.3,0.2,0.04,1.0,-0.8,0.2,0.2
1993,6,3143,CLE,Cleveland Cavaliers,Hot Rod Williams,30,9,237,12.1,0.46,0.0,0.37,6.2,15.2,10.6,11.3,1.1,3.9,11.2,19.2,0.0,0.3,0.3,0.06,-1.7,1.1,-0.7,0.1
1993,6,3121,CLE,Cleveland Cavaliers,Gerald Wilkins,29,9,236,12.3,0.49,0.14,0.2,3.1,5.3,4.2,16.9,2.1,0.6,10.4,20.7,0.1,0.2,0.3,0.05,-0.5,-0.1,-0.6,0.1
1993,6,2556,CLE,Cleveland Cavaliers,Mike Sanders,32,8,145,11.2,0.44,0.04,0.21,6.7,8.6,7.6,11.1,3.0,0.5,5.4,17.7,0.0,0.2,0.2,0.06,-1.9,0.9,-1.0,0.0
1993,6,334,CLE,Cleveland Cavaliers,Terrell Brandon,22,8,132,13.3,0.51,0.11,0.2,3.7,12.2,7.9,21.1,2.9,1.5,21.9,22.4,-0.1,0.2,0.1,0.02,-0.4,0.5,0.2,0.1
1993,6,912,CLE,Cleveland Cavaliers,Danny Ferry,26,8,118,13.3,0.51,0.26,0.29,4.1,22.1,13.0,18.2,1.8,1.7,15.4,17.8,0.1,0.2,0.2,0.09,-0.3,2.0,1.8,0.1
1993,6,1138,CLE,Cleveland Cavaliers,Jay Guidinger,23,4,15,-5.1,0.26,0.0,0.67,8.1,0.0,4.1,0.0,0.0,4.4,34.0,18.1,-0.1,0.0,-0.1,-0.29,-13.0,-4.0,-17.1,-0.1
1993,6,2302,CLE,Cleveland Cavaliers,Bobby Phills,23,2,9,5.2,0.52,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,20.5,25.1,0.0,0.0,0.0,-0.07,-5.0,-5.7,-10.6,0.0
1993,6,190,CLE,Cleveland Cavaliers,John Battle,30,1,6,-20.0,0.0,0.0,0.0,0.0,20.7,10.3,21.9,0.0,0.0,66.7,23.1,-0.1,0.0,-0.1,-0.58,-24.7,-7.2,-31.8,0.0
