Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1987-88,22.0,POR,NBA,SF,9.0,0.0,19.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,,0.0
1988-89,23.0,BOS,NBA,SF,44.0,6.0,375.0,75.0,136.0,0.551,2.0,11.0,0.182,73.0,125.0,0.584,0.559,35.0,55.0,0.636,11.0,31.0,42.0,34.0,14.0,3.0,19.0,40.0,187.0,,0.0
1989-90,24.0,BOS,NBA,SF,71.0,10.0,990.0,137.0,301.0,0.455,3.0,18.0,0.167,134.0,283.0,0.473,0.46,85.0,107.0,0.794,42.0,70.0,112.0,119.0,28.0,8.0,44.0,77.0,362.0,,0.0
1990-91,25.0,BOS,NBA,SF,82.0,76.0,2706.0,548.0,933.0,0.587,0.0,7.0,0.0,548.0,926.0,0.592,0.587,185.0,227.0,0.815,85.0,182.0,267.0,256.0,100.0,34.0,148.0,237.0,1281.0,,0.0
1991-92,26.0,BOS,NBA,SF,82.0,77.0,2496.0,480.0,908.0,0.529,9.0,31.0,0.29,471.0,877.0,0.537,0.534,139.0,157.0,0.885,80.0,206.0,286.0,219.0,75.0,37.0,97.0,200.0,1108.0,,0.0
1992-93,27.0,BOS,NBA,SF,82.0,58.0,2541.0,459.0,906.0,0.507,52.0,139.0,0.374,407.0,767.0,0.531,0.535,123.0,149.0,0.826,46.0,200.0,246.0,226.0,86.0,37.0,81.0,185.0,1093.0,,1.0
1993-94,28.0,BOS,NBA,SF,75.0,28.0,1880.0,368.0,804.0,0.458,25.0,103.0,0.243,343.0,701.0,0.489,0.473,103.0,126.0,0.817,41.0,118.0,159.0,149.0,57.0,22.0,77.0,134.0,864.0,,0.0
1994-95,29.0,MIA,NBA,SF,77.0,0.0,1223.0,220.0,450.0,0.489,39.0,98.0,0.398,181.0,352.0,0.514,0.532,87.0,111.0,0.784,29.0,93.0,122.0,119.0,52.0,10.0,49.0,130.0,566.0,,0.0
1995-96,30.0,TOT,NBA,SF,65.0,13.0,1325.0,152.0,379.0,0.401,44.0,114.0,0.386,108.0,265.0,0.408,0.459,38.0,48.0,0.792,21.0,92.0,113.0,100.0,35.0,8.0,43.0,147.0,386.0,,0.0
1995-96,30.0,MIA,NBA,SF,44.0,13.0,1033.0,117.0,297.0,0.394,38.0,91.0,0.418,79.0,206.0,0.383,0.458,33.0,38.0,0.868,14.0,72.0,86.0,82.0,31.0,5.0,32.0,119.0,305.0,,0.0
1995-96,30.0,SAC,NBA,SF,21.0,0.0,292.0,35.0,82.0,0.427,6.0,23.0,0.261,29.0,59.0,0.492,0.463,5.0,10.0,0.5,7.0,20.0,27.0,18.0,4.0,3.0,11.0,28.0,81.0,,0.0
1996-97,31.0,SAC,NBA,SF,62.0,2.0,953.0,123.0,286.0,0.43,54.0,112.0,0.482,69.0,174.0,0.397,0.524,7.0,10.0,0.7,13.0,94.0,107.0,77.0,21.0,17.0,27.0,76.0,307.0,,0.0
