PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
James Donaldson,28,10,410,15.0,0.831,0.0,0.833,8.3,24.7,16.4,3.0,0.7,1.6,13.2,7.8,,1.1,0.3,1.4,0.161,,2.5,0.4,2.9,0.5
Rolando Blackman,26,10,371,15.5,0.546,0.006,0.317,4.6,6.3,5.4,13.0,1.1,0.2,9.5,23.9,,0.6,0.0,0.6,0.076,,1.4,-2.2,-0.9,0.1
Derek Harper,24,10,348,16.4,0.588,0.131,0.15,4.2,2.0,3.1,30.2,3.3,0.0,16.8,16.6,,0.6,0.1,0.8,0.109,,3.1,0.5,3.7,0.5
Sam Perkins,24,10,347,14.9,0.49,0.06,0.32299999999999995,9.8,17.8,13.7,9.6,1.3,2.3,9.5,20.4,,0.3,0.2,0.5,0.071,,0.4,-1.0,-0.6,0.1
Mark Aguirre,26,10,345,21.4,0.518,0.027999999999999997,0.257,6.9,16.8,11.8,26.8,1.3,0.0,8.8,31.9,,0.6,0.1,0.7,0.1,,4.1,-1.3,2.8,0.4
Jay Vincent,26,10,204,11.9,0.465,0.0,0.34299999999999997,8.3,13.7,11.0,10.5,1.0,0.3,13.0,27.0,,-0.1,0.1,-0.1,-0.013000000000000001,,-1.4,-3.1,-4.5,-0.1
Brad Davis,30,10,163,14.4,0.706,0.341,0.545,0.7,12.8,6.7,19.1,0.9,0.0,21.6,18.0,,0.3,0.0,0.4,0.105,,0.9,-1.5,-0.6,0.1
Detlef Schrempf,23,10,120,8.3,0.521,0.036000000000000004,0.607,6.6,15.5,11.0,15.0,0.8,0.5,22.0,16.0,,0.0,0.0,0.0,0.012,,-3.3,-0.1,-3.4,0.0
Dale Ellis,25,7,67,12.8,0.62,0.545,0.22699999999999998,5.1,6.9,6.0,4.0,1.5,1.7,14.2,17.7,,0.1,0.0,0.1,0.086,,2.6,-0.7,1.9,0.1
Bill Wennington,22,6,18,12.7,0.509,0.16699999999999998,0.33299999999999996,25.2,6.5,15.9,0.0,0.0,0.0,0.0,16.1,,0.1,0.0,0.1,0.153,,0.6,-5.3,-4.7,0.0
Uwe Blab,23,1,6,19.4,0.667,0.0,0.0,0.0,19.4,9.6,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,0.0,0.146,,0.8,-1.2,-0.5,0.0
Harold Keeling,22,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.021,,-4.7,-1.7,-6.4,0.0
