NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
24,Anthony Bonner,PF,6-8,215,1968-06-08,US,R,Saint Louis
4,Rick Calloway,SG,6-6,180,1966-12-12,US,R,"Indiana, Kansas"
35,Antoine Carr,PF,6-9,225,1961-07-23,US,6,Wichita State
31,Duane Causwell,C,7-0,240,1968-05-31,US,R,Temple
21,Steve Colter,PG,6-3,165,1962-07-24,US,6,New Mexico State
32,Tony Dawson,SF,6-7,215,1967-08-25,US,R,Florida State
41,Anthony Frederick,SF,6-7,205,1964-12-07,US,1,Pepperdine
20,Bob Hansen,SG,6-6,190,1961-01-18,US,7,Iowa
32,Mike Higgins,SF,6-9,220,1967-02-17,US,1,University of Northern Colorado
45,Eric Leckner,C,6-11,265,1966-05-27,US,2,Wyoming
33,Jim Les,PG,5-11,165,1963-08-18,US,2,"Cleveland State University, Bradley"
1,Travis Mays,PG,6-2,190,1968-06-19,US,R,Texas
50,Ralph Sampson,C,7-4,228,1960-07-07,US,7,Virginia
22,Lionel Simmons,SF,6-7,210,1968-11-14,US,R,La Salle
2,Rory Sparrow,PG,6-2,175,1958-06-12,US,10,Villanova
23,Wayman Tisdale,PF,6-9,240,1964-06-09,US,5,Oklahoma
34,Bill Wennington,C,7-0,245,1963-04-26,CA,5,St. John's
33,Leon Wood,SG,6-3,185,1962-03-25,US,5,"Arizona, Cal State Fullerton"
