Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2005,29,UTA,Utah Jazz,30,Carlos Arroyo,PG,6-2,202,1979-07-30,PR,3,Florida International University
2005,29,UTA,Utah Jazz,19,Raja Bell,SG,6-5,204,1976-09-19,VI,4,"Boston University, Florida International University"
2005,29,UTA,Utah Jazz,5,Carlos Boozer,PF,6-9,258,1981-11-20,DE,2,Duke
2005,29,UTA,Utah Jazz,22,Curtis Borchardt,C,7-0,240,1980-09-13,US,1,Stanford
2005,29,UTA,Utah Jazz,31,Jarron Collins,C,6-11,255,1978-12-02,US,3,Stanford
2005,29,UTA,Utah Jazz,6,Howard Eisley,PG,6-2,177,1972-12-04,US,10,Boston College
2005,29,UTA,Utah Jazz,10,Gordan Giricek,SG,6-6,210,1977-06-20,HR,2,
2005,29,UTA,Utah Jazz,44,Ben Handlogten,C,6-10,240,1973-11-16,US,1,Western Michigan
2005,29,UTA,Utah Jazz,15,Matt Harpring,SF,6-7,231,1976-05-31,US,6,Georgia Tech
2005,29,UTA,Utah Jazz,43,Kris Humphries,PF,6-9,235,1985-02-06,US,R,Minnesota
2005,29,UTA,Utah Jazz,47,Andrei Kirilenko,PF,6-9,220,1981-02-18,RU,3,
2005,29,UTA,Utah Jazz,2,Randy Livingston,PG,6-4,209,1975-04-02,US,8,LSU
2005,29,UTA,Utah Jazz,24,Raul Lopez,PG,6-1,170,1980-04-15,ES,1,
2005,29,UTA,Utah Jazz,25,Keith McLeod,PG,6-2,188,1979-11-05,US,1,Bowling Green
2005,29,UTA,Utah Jazz,13,Mehmet Okur,C,6-11,249,1979-05-26,TR,2,
2005,29,UTA,Utah Jazz,51,Aleksandar Radojevic,C,7-3,250,1976-08-08,ME,1,Barton County Community College
2005,29,UTA,Utah Jazz,3,Kirk Snyder,SG,6-6,225,1983-06-05,US,R,Nevada
