Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1991,5,CHI,Charlotte Bobcats,10,B.J. Armstrong,PG,6-2,175,1967-09-09,US,1,Iowa
1991,5,CHI,Charlotte Bobcats,24,Bill Cartwright,C,7-1,245,1957-07-30,US,10,San Francisco
1991,5,CHI,Charlotte Bobcats,54,Horace Grant,PF,6-10,215,1965-07-04,US,3,Clemson
1991,5,CHI,Charlotte Bobcats,14,Craig Hodges,SG,6-2,190,1960-06-27,US,8,Cal State Long Beach
1991,5,CHI,Charlotte Bobcats,2,Dennis Hopson,SF,6-5,200,1965-04-22,US,3,Ohio State
1991,5,CHI,Charlotte Bobcats,23,Michael Jordan,SG,6-6,198,1963-02-17,US,6,UNC
1991,5,CHI,Charlotte Bobcats,34,Stacey King,PF,6-11,230,1967-01-29,US,1,Oklahoma
1991,5,CHI,Charlotte Bobcats,53,Cliff Levingston,PF,6-8,210,1961-01-04,US,8,Wichita State
1991,5,CHI,Charlotte Bobcats,5,John Paxson,PG,6-2,185,1960-09-29,US,7,Notre Dame
1991,5,CHI,Charlotte Bobcats,32,Will Perdue,C,7-0,240,1965-08-29,US,2,Vanderbilt
1991,5,CHI,Charlotte Bobcats,33,Scottie Pippen,SF,6-8,210,1965-09-25,US,3,University of Central Arkansas
1991,5,CHI,Charlotte Bobcats,42,Scott Williams,PF,6-10,230,1968-03-21,US,R,UNC
