Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1984,14,1503,LAL,Los Angeles Lakers,Magic Johnson,24,21,837,22.8,0.6,0.03,0.36,3.7,14.2,9.3,42.7,2.4,1.3,19.9,19.7,2.4,1.1,3.5,0.2,5.9,1.6,7.6,2.0
1984,14,2,LAL,Los Angeles Lakers,Kareem Abdul-Jabbar,36,21,767,24.0,0.59,0.0,0.32,8.8,16.1,12.7,14.6,1.4,3.2,9.6,25.3,2.3,1.0,3.3,0.21,5.3,1.0,6.3,1.6
1984,14,603,LAL,Los Angeles Lakers,Michael Cooper,27,21,723,13.7,0.55,0.19,0.32,3.3,9.0,6.4,19.3,1.6,1.5,11.7,14.2,1.2,0.7,1.9,0.13,1.4,1.0,2.4,0.8
1984,14,3233,LAL,Los Angeles Lakers,James Worthy,22,21,708,17.9,0.61,0.01,0.25,6.1,10.3,8.3,10.6,1.8,0.9,11.4,20.1,1.4,0.7,2.1,0.14,3.0,-0.1,2.9,0.9
1984,14,1890,LAL,Los Angeles Lakers,Bob McAdoo,32,20,447,17.7,0.56,0.0,0.38,8.1,18.4,13.6,3.7,1.3,3.3,13.5,26.9,0.3,0.6,0.9,0.1,-0.2,-0.5,-0.8,0.1
1984,14,2387,LAL,Los Angeles Lakers,Kurt Rambis,25,21,428,13.5,0.66,0.0,0.36,9.3,21.7,15.9,3.9,1.1,1.3,17.1,12.4,0.6,0.6,1.2,0.13,0.3,-0.2,0.2,0.2
1984,14,2581,LAL,Los Angeles Lakers,Byron Scott,22,20,404,10.5,0.48,0.06,0.22,3.3,6.8,5.2,10.6,2.1,0.3,12.8,20.8,-0.1,0.3,0.2,0.02,-2.3,-0.8,-3.0,-0.1
1984,14,1931,LAL,Los Angeles Lakers,Mike McGee,24,17,370,15.1,0.61,0.11,0.25,7.2,3.4,5.2,8.5,1.4,0.1,13.4,22.5,0.6,0.2,0.8,0.1,1.3,-1.7,-0.4,0.1
1984,14,3116,LAL,Los Angeles Lakers,Jamaal Wilkes,30,14,196,6.5,0.42,0.01,0.16,6.2,8.6,7.5,5.5,1.0,0.6,8.6,17.3,-0.1,0.1,0.0,0.0,-3.9,-1.8,-5.7,-0.2
1984,14,2113,LAL,Los Angeles Lakers,Swen Nater,34,17,146,11.8,0.59,0.0,0.68,13.2,17.3,15.4,0.8,0.3,0.8,13.9,16.3,0.2,0.1,0.4,0.12,-1.6,-2.5,-4.1,-0.1
1984,14,1663,LAL,Los Angeles Lakers,Mitch Kupchak,29,9,69,8.1,0.39,0.0,0.82,21.0,26.0,23.6,3.2,0.7,1.6,20.6,17.5,-0.1,0.1,0.0,0.01,-4.3,-2.8,-7.0,-0.1
1984,14,2731,LAL,Los Angeles Lakers,Larry Spriggs,24,9,45,8.9,0.52,0.0,0.58,10.7,11.7,11.2,8.1,0.0,1.2,22.7,28.4,0.0,0.0,0.0,0.0,-5.4,-3.3,-8.7,-0.1
