Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,7,DAL,Dallas Mavericks,Dirk Nowitzki,27,23,23,983,196,419,0.47,23,67,0.34,173,352,0.49,0.5,205,229,0.9,47,221,268,67,25,14,49,64,620,2161
2006,7,DAL,Dallas Mavericks,Jason Terry,28,22,22,844,163,369,0.44,31,101,0.31,132,268,0.49,0.48,59,71,0.83,12,52,64,83,26,1,44,55,416,2832
2006,7,DAL,Dallas Mavericks,Josh Howard,25,23,23,824,140,309,0.45,24,65,0.37,116,244,0.48,0.49,80,99,0.81,41,130,171,32,23,14,52,85,384,1339
2006,7,DAL,Dallas Mavericks,Jerry Stackhouse,31,22,1,711,111,276,0.4,22,65,0.34,89,211,0.42,0.44,58,74,0.78,20,42,62,56,12,6,37,43,302,2733
2006,7,DAL,Dallas Mavericks,Devin Harris,22,23,15,558,82,171,0.48,0,8,0.0,82,163,0.5,0.48,52,74,0.7,15,24,39,50,18,3,42,69,216,1199
2006,7,DAL,Dallas Mavericks,Erick Dampier,30,19,2,454,34,63,0.54,0,1,0.0,34,62,0.55,0.54,27,44,0.61,55,72,127,6,11,24,12,75,95,661
2006,7,DAL,Dallas Mavericks,DeSagana Diop,24,22,18,407,24,39,0.62,0,0,,24,39,0.62,0.62,11,18,0.61,40,69,109,2,14,28,11,81,59,752
2006,7,DAL,Dallas Mavericks,Adrian Griffin,31,20,8,349,32,59,0.54,0,0,,32,59,0.54,0.54,7,8,0.88,28,43,71,24,15,2,11,42,71,1124
2006,7,DAL,Dallas Mavericks,Marquis Daniels,25,20,0,222,25,56,0.45,2,5,0.4,23,51,0.45,0.46,16,21,0.76,10,11,21,26,5,1,12,26,68,666
2006,7,DAL,Dallas Mavericks,Keith Van Horn,30,14,3,172,20,59,0.34,8,28,0.29,12,31,0.39,0.41,3,3,1.0,8,24,32,2,0,4,6,24,51,2950
2006,7,DAL,Dallas Mavericks,Darrell Armstrong,37,11,0,47,3,15,0.2,0,7,0.0,3,8,0.38,0.2,2,2,1.0,1,6,7,2,3,1,1,9,8,109
2006,7,DAL,Dallas Mavericks,Didier Ilunga-Mbenga,25,7,0,25,1,3,0.33,0,0,,1,3,0.33,0.33,2,2,1.0,1,7,8,0,0,1,3,9,4,1379
2006,7,DAL,Dallas Mavericks,Josh Powell,23,6,0,25,0,4,0.0,0,0,,0,4,0.0,0.0,0,0,,2,0,2,1,0,0,1,5,0,2349
