Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2019,12,IND,Indiana Pacers,13,Ike Anigbogu,C,6-10,250,1998-10-17,US,1,UCLA
2019,12,IND,Indiana Pacers,44,Bojan Bogdanovic,SF,6-8,226,1989-04-18,BA,4,
2019,12,IND,Indiana Pacers,2,Darren Collison,PG,6-0,175,1987-08-23,US,9,UCLA
2019,12,IND,Indiana Pacers,12,Tyreke Evans,SG,6-6,220,1989-09-19,US,9,Memphis
2019,12,IND,Indiana Pacers,3,Aaron Holiday,PG,6-0,185,1996-09-30,US,R,UCLA
2019,12,IND,Indiana Pacers,24,Alize Johnson,PF,6-7,212,1996-04-22,US,R,Missouri State
2019,12,IND,Indiana Pacers,6,Cory Joseph,PG,6-3,200,1991-08-20,CA,7,Texas
2019,12,IND,Indiana Pacers,22,T.J. Leaf,PF,6-10,222,1997-04-30,IL,1,UCLA
2019,12,IND,Indiana Pacers,23,Wesley Matthews,SG,6-4,220,1986-10-14,US,9,Marquette
2019,12,IND,Indiana Pacers,20,Doug McDermott,SF,6-7,225,1992-01-03,US,4,Creighton
2019,12,IND,Indiana Pacers,10,Kyle O'Quinn,C,6-9,250,1990-03-26,US,6,Norfolk State
2019,12,IND,Indiana Pacers,4,Victor Oladipo,SG,6-4,213,1992-05-04,US,5,Indiana
2019,12,IND,Indiana Pacers,32,Davon Reed,SG,6-5,208,1995-06-11,US,1,Miami (FL)
2019,12,IND,Indiana Pacers,11,Domantas Sabonis,C,6-11,240,1996-05-03,US,2,Gonzaga
2019,12,IND,Indiana Pacers,5,Edmond Sumner,PG,6-4,196,1995-12-31,US,1,Xavier
2019,12,IND,Indiana Pacers,33,Myles Turner,C,6-11,250,1996-03-24,US,3,Texas
2019,12,IND,Indiana Pacers,21,Thaddeus Young,PF,6-8,235,1988-06-21,US,11,Georgia Tech
