PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Rolando Blackman,28,17,17,672,9.6,19.8,0.483,0.0,0.2,0.0,9.6,19.6,0.488,4.2,4.7,0.887,2.0,2.2,4.2,5.8,1.1,0.2,1.9,2.1,23.3,,120,120
Derek Harper,26,17,17,602,7.5,17.1,0.441,0.8,3.1,0.25,6.8,14.1,0.48200000000000004,3.6,5.0,0.7290000000000001,0.9,2.7,3.6,10.3,2.7,0.4,2.7,3.7,19.5,,114,116
Sam Perkins,26,17,17,572,7.9,17.4,0.451,0.1,0.6,0.14300000000000002,7.8,16.8,0.46299999999999997,4.7,5.9,0.8029999999999999,3.5,6.5,10.0,2.8,2.2,1.5,2.7,4.5,20.5,,110,113
Roy Tarpley,23,17,0,563,11.3,21.8,0.519,0.0,0.3,0.0,11.3,21.6,0.525,4.9,6.6,0.74,8.0,11.9,19.8,2.7,1.9,2.4,2.9,6.3,27.6,,120,109
Mark Aguirre,28,17,17,558,13.4,26.9,0.5,1.2,3.1,0.382,12.3,23.8,0.515,5.5,7.9,0.698,3.1,6.0,9.1,5.1,1.3,0.8,3.7,4.5,33.6,,114,116
James Donaldson,30,17,17,499,7.0,10.6,0.654,0.0,0.0,,7.0,10.6,0.654,2.2,3.8,0.595,4.8,10.1,14.9,1.2,0.7,1.5,3.0,4.2,16.2,,117,113
Brad Davis,32,17,0,295,7.3,12.1,0.6,0.2,0.9,0.2,7.1,11.2,0.631,4.2,4.5,0.9229999999999999,0.2,3.3,3.5,9.5,0.5,0.9,5.0,5.9,18.9,,114,119
Detlef Schrempf,25,15,0,274,7.4,16.0,0.465,0.2,0.6,0.33299999999999996,7.3,15.5,0.47,6.7,9.5,0.706,4.7,5.6,10.2,4.5,1.5,1.3,3.9,5.4,21.8,,110,115
Bill Wennington,24,6,0,14,0.0,14.6,0.0,0.0,0.0,,0.0,14.6,0.0,0.0,0.0,,10.9,3.6,14.6,3.6,3.6,0.0,3.6,18.2,0.0,,49,113
Steve Alford,23,4,0,12,12.8,34.0,0.375,0.0,8.5,0.0,12.8,25.5,0.5,0.0,0.0,,4.3,4.3,8.5,8.5,0.0,0.0,4.3,0.0,25.5,,90,121
Jim Farmer,23,3,0,11,9.3,27.8,0.33299999999999996,0.0,0.0,,9.3,27.8,0.33299999999999996,0.0,0.0,,13.9,4.6,18.6,4.6,0.0,0.0,9.3,9.3,18.6,,77,120
Uwe Blab,25,3,0,8,0.0,12.8,0.0,0.0,0.0,,0.0,12.8,0.0,12.8,12.8,1.0,6.4,0.0,6.4,6.4,0.0,0.0,6.4,6.4,12.8,,84,124
