Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005.0,21.0,663,SEA,Seattle Supersonics,Antonio Daniels,29.0,11.0,3.0,331.0,4.8,10.2,0.47,0.4,1.5,0.29,4.4,8.7,0.5,6.5,7.6,0.86,0.4,2.9,3.4,5.3,1.2,0.0,1.2,1.4,16.5
2005.0,21.0,3118,SEA,Seattle Supersonics,Damien Wilkins,25.0,7.0,0.0,136.0,4.2,9.5,0.44,0.8,2.9,0.27,3.4,6.6,0.52,1.1,2.4,0.44,2.4,2.4,4.8,0.8,2.6,0.3,2.1,4.5,10.3
2005.0,21.0,943,SEA,Seattle Supersonics,Danny Fortson,28.0,11.0,0.0,105.0,4.1,7.2,0.57,0.0,0.0,,4.1,7.2,0.57,4.1,5.1,0.8,1.7,7.2,8.9,0.0,1.0,0.3,4.5,14.4,12.3
2005.0,21.0,1426,SEA,Seattle Supersonics,Jerome James,29.0,11.0,11.0,295.0,7.0,13.5,0.51,0.0,0.0,,7.0,13.5,0.51,2.8,3.7,0.77,4.0,5.1,9.2,0.6,0.7,2.4,1.7,5.9,16.7
2005.0,21.0,2449,SEA,Seattle Supersonics,Luke Ridnour,23.0,11.0,11.0,378.0,4.0,10.2,0.39,0.4,1.6,0.24,3.6,8.6,0.42,1.8,1.9,0.95,1.0,2.5,3.4,4.5,1.2,0.8,1.7,2.2,10.2
2005.0,21.0,579,SEA,Seattle Supersonics,Nick Collison,24.0,11.0,0.0,218.0,6.1,10.1,0.61,0.2,0.2,1.0,5.9,9.9,0.6,2.8,4.5,0.63,3.6,5.4,9.1,0.8,0.5,0.8,1.0,6.6,15.2
2005.0,21.0,1747,SEA,Seattle Supersonics,Rashard Lewis,25.0,8.0,8.0,312.0,5.0,12.2,0.41,0.6,2.9,0.2,4.4,9.3,0.47,5.1,5.8,0.88,1.3,3.7,5.0,1.5,0.3,0.3,1.8,2.9,15.6
2005.0,21.0,54,SEA,Seattle Supersonics,Ray Allen,29.0,11.0,11.0,436.0,8.4,17.8,0.47,2.6,6.8,0.38,5.9,11.0,0.53,4.6,5.2,0.89,1.0,2.9,3.9,3.6,1.2,0.3,2.8,1.8,24.0
2005.0,21.0,880,SEA,Seattle Supersonics,Reggie Evans,24.0,11.0,11.0,208.0,2.6,6.4,0.4,0.0,0.0,,2.6,6.4,0.4,1.9,3.6,0.52,4.7,9.3,14.0,0.9,0.9,0.5,1.9,5.5,7.1
2005.0,21.0,2091,SEA,Seattle Supersonics,Ronald Murray,25.0,4.0,0.0,62.0,2.3,11.0,0.21,0.0,1.2,0.0,2.3,9.9,0.24,2.3,4.1,0.57,1.2,2.3,3.5,2.9,0.0,1.2,1.2,4.6,7.0
2005.0,21.0,2346,SEA,Seattle Supersonics,Vitaly Potapenko,29.0,5.0,0.0,37.0,4.9,9.7,0.5,0.0,0.0,,4.9,9.7,0.5,0.0,0.0,,2.9,3.9,6.8,0.0,0.0,0.0,0.0,7.8,9.7
2005.0,21.0,2382,SEA,Seattle Supersonics,Vladimir Radmanovic,24.0,6.0,0.0,122.0,3.8,10.3,0.37,1.5,6.2,0.24,2.4,4.1,0.57,0.3,0.6,0.5,0.3,5.0,5.3,0.9,1.2,0.9,1.8,2.7,9.4
