Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005.0,16.0,2069,MIA,Miami Heat,Alonzo Mourning,34.0,15.0,2.0,254.0,4.4,6.2,0.7,0.0,0.0,,4.4,6.2,0.7,4.1,7.4,0.56,3.0,7.2,10.2,0.7,0.7,4.7,3.1,6.9,12.9
2005.0,16.0,1676,MIA,Miami Heat,Christian Laettner,35.0,13.0,0.0,136.0,3.2,6.4,0.5,0.0,0.3,0.0,3.2,6.1,0.52,1.3,1.6,0.83,0.8,5.8,6.6,1.9,1.1,0.0,1.6,4.5,7.7
2005.0,16.0,1534,MIA,Miami Heat,Damon Jones,28.0,15.0,15.0,498.0,4.5,9.3,0.48,2.8,6.6,0.43,1.7,2.7,0.6,1.3,2.2,0.6,0.2,2.7,3.0,4.3,0.5,0.0,1.2,1.7,13.1
,,3241,,,Dorell Wright,,,,,,,,,,,,,,,,,,,,,,,,,
2005.0,16.0,2989,MIA,Miami Heat,Dwyane Wade,23.0,14.0,14.0,571.0,8.6,17.7,0.48,0.1,0.6,0.1,8.5,17.1,0.5,7.0,8.8,0.8,1.5,3.6,5.0,5.9,1.4,1.0,3.9,2.7,24.2
2005.0,16.0,1542,MIA,Miami Heat,Eddie Jones,33.0,15.0,15.0,601.0,4.3,9.3,0.46,1.9,4.8,0.4,2.3,4.6,0.51,1.9,2.5,0.74,0.6,4.6,5.2,2.3,1.1,0.5,1.3,3.4,12.3
2005.0,16.0,759,MIA,Miami Heat,Keyon Dooling,24.0,15.0,0.0,264.0,5.9,11.9,0.49,1.0,2.6,0.37,4.9,9.3,0.53,2.3,2.9,0.81,0.1,2.0,2.2,3.4,0.8,0.1,1.9,4.6,15.0
,,52,,,Malik Allen,,,,,,,,,,,,,,,,,,,,,,,,,
2005.0,16.0,755,MIA,Miami Heat,Michael Doleac,27.0,9.0,0.0,65.0,3.9,8.9,0.44,0.0,0.0,,3.9,8.9,0.44,1.1,1.1,1.0,1.1,6.6,7.8,0.0,0.6,0.6,1.7,7.2,8.9
,,3226,,,Qyntel Woods,,,,,,,,,,,,,,,,,,,,,,,,,
2005.0,16.0,441,MIA,Miami Heat,Rasual Butler,25.0,12.0,1.0,182.0,4.4,11.7,0.37,2.2,5.9,0.37,2.2,5.7,0.38,0.2,0.6,0.33,0.2,3.4,3.6,1.4,0.2,0.2,0.4,4.2,11.1
2005.0,16.0,84,MIA,Miami Heat,Shandon Anderson,31.0,8.0,0.0,97.0,1.1,4.5,0.25,0.0,0.4,0.0,1.1,4.1,0.27,0.7,0.7,1.0,1.1,5.9,7.1,3.0,1.9,0.0,2.2,3.7,3.0
2005.0,16.0,2177,MIA,Miami Heat,Shaquille O'Neal,32.0,13.0,13.0,431.0,8.4,15.1,0.56,0.0,0.0,,8.4,15.1,0.56,4.2,8.9,0.47,1.6,6.9,8.5,2.1,0.4,1.6,3.5,4.3,21.0
2005.0,16.0,2703,MIA,Miami Heat,Steve Smith,35.0,3.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005.0,16.0,1221,MIA,Miami Heat,Udonis Haslem,24.0,15.0,15.0,543.0,3.4,7.0,0.49,0.0,0.0,,3.4,7.0,0.49,2.3,3.0,0.74,2.5,7.4,9.9,1.0,0.5,0.4,1.2,3.2,9.1
,,3271,,,Wang Zhizhi,,,,,,,,,,,,,,,,,,,,,,,,,
,,2291,,,Wesley Person,,,,,,,,,,,,,,,,,,,,,,,,,
