Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1981,23.0,BOS,NBA,PF,17,296,18.1,0.563,0.0,0.319,11.4,10.7,11.0,7.3,0.7,4.8,10.4,20.5,,0.7,0.4,1.1,0.177,,2.4,0.7,3.1,0.4
1982,24.0,BOS,NBA,PF,12,344,22.0,0.617,0.0,0.396,12.8,13.1,13.0,5.2,0.7,4.5,9.2,20.5,,1.2,0.6,1.8,0.257,,5.8,0.2,6.1,0.7
1983,25.0,BOS,NBA,PF,7,177,15.0,0.558,0.016,0.29,9.0,16.4,12.7,4.6,0.8,2.3,12.5,18.9,,0.2,0.3,0.4,0.114,,1.3,-0.2,1.1,0.1
1984,26.0,BOS,NBA,PF,23,702,16.3,0.572,0.012,0.496,9.9,13.5,11.7,5.7,0.2,3.0,11.3,19.6,,1.4,0.7,2.1,0.142,,2.0,-0.9,1.1,0.5
1985,27.0,BOS,NBA,PF,21,837,18.7,0.63,0.0,0.495,9.9,17.7,13.8,5.5,0.7,3.0,14.0,20.7,,1.8,1.0,2.8,0.163,,2.5,0.4,2.9,1.0
1986,28.0,BOS,NBA,PF,18,715,21.1,0.636,0.003,0.486,8.6,15.0,12.1,10.0,0.5,3.4,12.0,23.6,,2.0,1.2,3.2,0.215,,4.1,1.0,5.1,1.3
1987,29.0,BOS,NBA,PF,21,827,17.9,0.628,0.0,0.423,9.9,17.8,14.0,7.1,0.4,2.1,13.3,21.3,,1.5,0.5,2.1,0.12,,2.7,-1.0,1.7,0.8
1988,30.0,BOS,NBA,PF,17,716,21.8,0.67,0.004,0.523,9.4,13.6,11.5,10.1,0.5,2.6,10.8,22.8,,2.5,0.8,3.3,0.222,,5.5,0.6,6.1,1.5
1989,31.0,BOS,NBA,PF,3,115,17.4,0.558,0.0,0.561,7.1,17.0,12.1,13.1,0.4,1.1,7.3,21.5,,0.2,0.1,0.3,0.135,,3.6,0.2,3.9,0.2
1990,32.0,BOS,NBA,PF,5,192,19.7,0.673,0.043,0.42,5.4,18.6,12.4,9.3,0.5,3.0,14.6,21.0,,0.5,0.0,0.5,0.129,,1.9,-0.4,1.5,0.2
1991,33.0,BOS,NBA,PF,11,376,21.2,0.622,0.074,0.541,5.7,15.7,10.9,8.3,0.7,2.3,7.1,23.0,,1.2,0.3,1.5,0.192,,4.3,0.4,4.7,0.6
1992,34.0,BOS,NBA,PF,10,306,18.7,0.568,0.008,0.349,8.0,19.7,13.5,6.2,0.9,1.1,5.8,22.3,,0.7,0.2,0.9,0.144,,1.6,-0.5,1.2,0.2
1993,35.0,BOS,NBA,PF,4,113,27.4,0.621,0.0,0.255,10.1,22.5,16.3,4.8,1.0,3.9,7.6,26.4,,0.5,0.1,0.6,0.24,,6.7,2.0,8.7,0.3
