NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
9,Tony Allen,SG,6-4,213,1982-01-11,US,6,"Butler County Community College, Oklahoma State"
0,Darrell Arthur,PF,6-9,235,1988-03-25,US,2,Kansas
31,Shane Battier,SF,6-8,220,1978-09-09,US,9,Duke
10,Rodney Carney,SF,6-7,205,1984-04-15,US,4,Memphis
1,DeMarre Carroll,PF,6-6,215,1986-07-27,US,1,"Vanderbilt, Missouri"
11,Mike Conley,PG,6-1,175,1987-10-11,US,3,Ohio State
33,Marc Gasol,C,6-11,255,1985-01-29,ES,2,
22,Rudy Gay,SF,6-8,250,1986-08-17,US,4,UConn
15,Hamed Haddadi,C,7-2,254,1985-05-19,IR,2,
13,Xavier Henry,SG,6-6,220,1991-03-15,BE,R,Kansas
2,Acie Law,PG,6-3,195,1985-01-25,US,3,Texas A&M
32,O.J. Mayo,SG,6-5,210,1987-11-05,US,2,USC
7,Leon Powe,C,6-8,240,1984-01-22,US,4,California
50,Zach Randolph,PF,6-9,250,1981-07-16,US,9,Michigan State
5,Ish Smith,PG,6-0,175,1988-07-05,US,R,Wake Forest
34,Hasheem Thabeet,C,7-3,263,1987-02-16,TZ,1,UConn
21,Greivis Vásquez,PG,6-6,217,1987-01-16,VE,R,Maryland
3,Jason Williams,PG,6-1,190,1975-11-18,US,11,"Marshall, Florida"
4,Sam Young,SF,6-6,220,1985-06-01,US,1,Pitt
