NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
11,Dana Barros,PG,5-11,163,1967-04-13,US,6,Boston College
7,Dee Brown,PG,6-1,160,1968-11-29,US,5,Jacksonville University
5,Junior Burrough,PF,6-8,242,1973-01-18,US,R,Virginia
51,Charles Claxton,C,7-0,265,1970-12-13,VI,R,Georgia
13,Todd Day,SG,6-6,188,1970-01-07,US,3,Arkansas
20,Sherman Douglas,PG,6-0,180,1966-09-15,US,6,Syracuse
29,Pervis Ellison,C,6-9,210,1967-04-03,US,6,Louisville
44,Rick Fox,SF,6-7,230,1969-07-24,CA,4,UNC
30,Thomas Hamilton,C,7-2,330,1975-04-03,US,R,Pitt
53,Alton Lister,C,7-0,240,1958-10-01,US,13,Arizona State
9,Greg Minor,SG,6-6,210,1971-09-18,US,1,Louisville
0,Eric Montross,C,7-0,270,1971-09-23,US,1,UNC
51,Todd Mundt,C,7-0,250,1970-05-17,US,R,"Memphis, Delta State University"
40,Dino Radja,PF,6-11,225,1967-04-24,HR,2,
34,Doug Smith,PF,6-10,220,1969-09-17,US,4,Missouri
54,Larry Sykes,PF,6-9,255,1973-04-11,US,R,Xavier
4,David Wesley,PG,6-0,190,1970-11-14,US,2,Baylor
55,Eric Williams,SF,6-8,220,1972-07-17,US,R,Providence
