SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
1981,21,SEA,Jack Sikma,25.0,82.0,2920.0,0.45,0.46,0.0,0.45,0.82,0.51,0.32,0.0,93.0,93.0,,93.0,110.0,96.0,96.0,17.0,-91.3,-65.6
1981,21,SEA,Fred Brown,32.0,78.0,1986.0,0.49,0.5,0.36,0.5,0.83,0.54,0.2,0.06,100.0,101.0,146.0,102.0,111.0,100.0,62.0,270.0,21.5,1.8
1981,21,SEA,James Bailey,23.0,82.0,2539.0,0.5,0.5,0.5,0.5,0.71,0.55,0.41,0.0,103.0,102.0,204.0,102.0,94.0,102.0,124.0,10.0,20.2,24.9
1981,21,SEA,Vinnie Johnson,24.0,81.0,2311.0,0.53,0.54,0.2,0.53,0.79,0.58,0.34,0.01,110.0,109.0,82.0,109.0,106.0,109.0,105.0,28.0,71.8,86.9
1981,21,SEA,John Johnson,33.0,80.0,2324.0,0.43,0.43,0.0,0.43,0.81,0.48,0.25,0.0,89.0,88.0,,88.0,108.0,90.0,76.0,5.0,-100.4,-107.3
1981,21,SEA,Wally Walker,26.0,82.0,1796.0,0.46,0.47,0.0,0.46,0.64,0.49,0.27,0.0,95.0,95.0,,95.0,86.0,92.0,83.0,21.0,-31.8,-59.6
1981,21,SEA,Paul Westphal,30.0,36.0,1078.0,0.44,0.45,0.24,0.45,0.83,0.52,0.37,0.05,91.0,92.0,98.0,92.0,111.0,97.0,113.0,219.0,-40.7,-20.0
1981,21,SEA,Bill Hanzlik,23.0,74.0,1259.0,0.48,0.48,0.2,0.48,0.79,0.56,0.52,0.02,98.0,98.0,82.0,98.0,106.0,104.0,159.0,76.0,-5.4,16.5
1981,21,SEA,James Donaldson,23.0,68.0,980.0,0.54,0.54,,0.54,0.59,0.57,0.71,0.0,112.0,110.0,,111.0,79.0,107.0,219.0,,25.4,24.6
1981,21,SEA,Armond Hill,27.0,51.0,1114.0,0.36,0.37,0.0,0.36,0.81,0.47,0.56,0.03,73.0,75.0,,73.0,108.0,87.0,171.0,120.0,-58.0,-36.5
1981,21,SEA,Lonnie Shelton,25.0,14.0,440.0,0.42,0.42,,0.42,0.65,0.46,0.32,0.0,86.0,85.0,,86.0,87.0,86.0,97.0,,-24.1,-29.9
1981,21,SEA,Dennis Awtrey,32.0,47.0,607.0,0.47,0.47,,0.47,0.7,0.5,0.22,0.0,97.0,96.0,,97.0,93.0,94.0,66.0,,-2.9,-6.8
1981,21,SEA,Jacky Dorsey,26.0,29.0,253.0,0.29,0.29,,0.29,0.52,0.33,0.36,0.0,59.0,58.0,,58.0,69.0,61.0,109.0,,-28.4,-33.6
1981,21,SEA,Rudy White,27.0,12.0,165.0,0.3,0.3,0.0,0.3,0.92,0.37,0.26,0.02,61.0,62.0,,61.0,122.0,70.0,78.0,93.0,-17.9,-16.9
1981,21,SEA,John Shumate,28.0,2.0,8.0,0.0,0.0,,0.0,0.67,0.23,1.0,0.0,,,,,89.0,43.0,306.0,,-2.9,-2.6
1981,21,SEA,Team,,,,0.47,0.48,0.29,0.48,0.76,0.52,0.33,0.02,97.0,97.0,119.0,97.0,101.0,98.0,100.0,70.0,-186.0,-167.9
1981,21,SEA,League Average,,,,0.49,0.49,0.24,0.49,0.75,0.53,0.33,0.02,,,,,,,,,,
