Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011.0,23.0,1376,PHI,Philadelphia 76Ers,Andre Iguodala,27.0,5.0,182.0,14.4,0.49,0.27,0.27,4.2,17.0,10.5,32.0,1.5,0.9,19.4,19.1,0.0,0.1,0.2,0.04,-0.3,1.4,1.1,0.1
2011.0,23.0,2149,PHI,Philadelphia 76Ers,Andres Nocioni,31.0,1.0,10.0,-17.8,0.0,0.67,0.0,0.0,22.1,10.9,0.0,0.0,0.0,25.0,19.2,-0.1,0.0,-0.1,-0.49,-17.4,-6.3,-23.7,-0.1
2011.0,23.0,333,PHI,Philadelphia 76Ers,Elton Brand,31.0,5.0,185.0,17.4,0.58,0.0,0.21,7.0,17.9,12.4,3.1,0.6,2.7,5.6,18.6,0.4,0.1,0.5,0.13,0.4,0.3,0.6,0.1
2011.0,23.0,2924,PHI,Philadelphia 76Ers,Evan Turner,22.0,5.0,97.0,17.3,0.51,0.13,0.05,4.5,21.7,13.0,7.8,1.7,0.9,0.0,19.3,0.2,0.1,0.3,0.13,1.6,2.3,3.9,0.1
2011.0,23.0,1962,PHI,Philadelphia 76Ers,Jodie Meeks,23.0,5.0,125.0,11.5,0.58,0.58,0.19,1.7,7.1,4.4,5.3,1.3,0.0,5.6,13.7,0.2,0.0,0.2,0.07,0.2,0.3,0.5,0.1
2011.0,23.0,1308,PHI,Philadelphia 76Ers,Jrue Holiday,20.0,5.0,188.0,17.2,0.55,0.36,0.26,1.7,9.4,5.5,25.8,3.0,0.9,14.6,19.3,0.2,0.1,0.4,0.09,2.6,2.2,4.8,0.3
2011.0,23.0,3157,PHI,Philadelphia 76Ers,Lou Williams,24.0,5.0,130.0,12.9,0.45,0.38,0.36,0.0,6.8,3.4,20.1,2.1,0.0,6.2,23.8,0.0,0.0,0.0,0.02,0.8,-0.2,0.6,0.1
2011.0,23.0,2724,PHI,Philadelphia 76Ers,Marreese Speights,23.0,2.0,21.0,-6.0,0.17,0.0,0.0,5.1,26.3,15.6,7.8,0.0,4.0,0.0,27.5,-0.2,0.0,-0.1,-0.33,-11.3,-3.9,-15.1,-0.1
2011.0,23.0,1226,PHI,Philadelphia 76Ers,Spencer Hawes,22.0,5.0,98.0,8.1,0.37,0.03,0.12,5.5,15.8,10.6,15.8,0.0,1.7,5.4,18.0,-0.1,0.0,-0.1,-0.03,-3.3,0.0,-3.3,0.0
2011.0,23.0,3262,PHI,Philadelphia 76Ers,Thaddeus Young,22.0,5.0,127.0,13.8,0.44,0.02,0.2,14.5,10.5,12.5,6.2,1.8,0.7,9.7,27.4,-0.1,0.1,-0.1,-0.02,-0.3,-1.9,-2.2,0.0
2011.0,23.0,188,PHI,Philadelphia 76Ers,Tony Battie,34.0,5.0,38.0,8.2,0.44,0.0,0.29,5.7,23.3,14.4,0.0,0.0,6.6,11.3,11.2,0.0,0.0,0.0,0.03,-5.1,1.4,-3.7,0.0
