Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011.0,8.0,1196,DEN,Denver Nuggets,Al Harrington,30.0,5.0,70.0,12.8,0.59,0.46,0.18,1.6,9.5,5.6,13.3,2.2,0.0,14.4,18.1,0.1,0.0,0.1,0.06,1.5,1.5,3.0,0.1
,,485,,,Anthony Carter,,,,,,,,,,,,,,,,,,,,,,,
2011.0,8.0,22,DEN,Denver Nuggets,Arron Afflalo,25.0,3.0,85.0,7.9,0.45,0.35,0.24,0.0,11.8,5.9,15.3,0.0,0.0,7.4,21.8,-0.1,0.0,-0.1,-0.03,-2.1,-0.6,-2.7,0.0
,,93,,,Carmelo Anthony,,,,,,,,,,,,,,,,,,,,,,,
,,242,,,Chauncey Billups,,,,,,,,,,,,,,,,,,,,,,,
2011.0,8.0,66,DEN,Denver Nuggets,Chris Andersen,32.0,5.0,73.0,19.1,0.7,0.0,1.27,7.6,13.7,10.7,7.0,2.1,8.0,14.9,12.6,0.2,0.1,0.3,0.2,1.6,4.8,6.4,0.2
2011.0,8.0,983,DEN,Denver Nuggets,Danilo Gallinari,22.0,5.0,148.0,11.9,0.56,0.34,0.48,0.8,12.0,6.4,12.3,1.4,0.0,11.6,18.6,0.1,0.1,0.2,0.06,0.0,0.6,0.6,0.1
2011.0,8.0,931,DEN,Denver Nuggets,Gary Forbes,25.0,1.0,2.0,-12.4,0.0,0.0,0.0,0.0,55.6,27.8,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,-0.5,-14.8,-5.9,-20.7,0.0
2011.0,8.0,2679,DEN,Denver Nuggets,J.R. Smith,25.0,5.0,76.0,12.0,0.49,0.47,0.24,1.5,13.2,7.3,14.0,1.3,0.0,13.8,34.8,-0.2,0.0,-0.1,-0.08,0.5,-1.5,-1.0,0.0
2011.0,8.0,1859,DEN,Denver Nuggets,Kenyon Martin,33.0,5.0,148.0,12.9,0.51,0.0,0.36,4.5,24.8,14.7,10.5,0.7,1.1,10.8,20.0,0.0,0.1,0.2,0.05,-1.4,0.6,-0.7,0.0
2011.0,8.0,1652,DEN,Denver Nuggets,Kosta Koufos,21.0,1.0,2.0,43.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.34,15.6,2.9,18.5,0.0
,,857,,,Melvin Ely,,,,,,,,,,,,,,,,,,,,,,,
2011.0,8.0,1286,DEN,Denver Nuggets,Nene Hilario,28.0,5.0,162.0,17.1,0.53,0.0,1.04,9.6,21.3,15.5,9.1,1.6,2.1,10.6,21.2,0.2,0.2,0.4,0.12,1.4,0.4,1.8,0.2
2011.0,8.0,903,DEN,Denver Nuggets,Raymond Felton,26.0,5.0,152.0,11.2,0.48,0.32,0.48,0.0,6.6,3.3,24.6,2.0,0.0,14.2,21.2,-0.1,0.1,0.0,-0.0,-1.1,-0.4,-1.5,0.0
,,150,,,Renaldo Balkman,,,,,,,,,,,,,,,,,,,,,,,
,,3179,,,Shelden Williams,,,,,,,,,,,,,,,,,,,,,,,
,,2070,,,Timofey Mozgov,,,,,,,,,,,,,,,,,,,,,,,
2011.0,8.0,1708,DEN,Denver Nuggets,Ty Lawson,23.0,5.0,167.0,20.1,0.63,0.21,0.44,4.7,6.7,5.7,21.7,1.5,0.5,8.8,18.6,0.6,0.0,0.6,0.18,4.5,1.0,5.4,0.3
2011.0,8.0,515,DEN,Denver Nuggets,Wilson Chandler,23.0,5.0,115.0,4.0,0.36,0.24,0.31,1.9,19.3,10.7,2.9,1.3,2.9,10.8,14.7,-0.2,0.1,-0.1,-0.06,-5.4,0.2,-5.2,-0.1
