NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
11,Dana Barros,PG,5-11,163,1967-04-13,US,R,Boston College
44,Michael Cage,C,6-9,224,1962-01-28,US,5,San Diego State
20,Quintin Dailey,SG,6-3,180,1961-01-22,US,7,San Francisco
3,Dale Ellis,SG,6-7,205,1960-08-06,US,6,Tennessee
21,Jim Farmer,SG,6-4,190,1964-09-23,US,2,Alabama
15,Avery Johnson,PG,5-10,175,1965-03-25,US,1,"Cameron University, Southern University and A&M College"
33,Steve Johnson,C,6-10,235,1957-11-03,US,8,Oregon State
40,Shawn Kemp,PF,6-10,230,1969-11-26,US,R,Trinity Valley CC
34,Xavier McDaniel,SF,6-7,205,1963-06-04,US,4,Wichita State
31,Derrick McKey,SF,6-9,205,1966-10-10,US,2,Alabama
10,Nate McMillan,SG,6-5,195,1964-08-03,US,3,NC State
50,Scott Meents,PF,6-10,225,1964-01-04,US,R,Illinois
23,Olden Polynice,C,6-11,220,1964-11-21,HT,2,Virginia
2,Brad Sellers,PF,7-0,210,1962-12-17,US,3,"Wisconsin, Ohio State"
4,Sedale Threatt,PG,6-2,175,1961-09-10,US,6,West Virginia Tech
