Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2006,16,MIA,Miami Heat,5,Derek Anderson,SG,6-5,194,1974-07-18,US,8,"Ohio State, Kentucky"
2006,16,MIA,Miami Heat,49,Shandon Anderson,SF,6-6,208,1973-12-31,US,9,Georgia
2006,16,MIA,Miami Heat,30,Earl Barron,C,7-0,250,1981-08-14,US,R,Memphis
2006,16,MIA,Miami Heat,51,Michael Doleac,C,6-11,262,1977-06-15,US,7,Utah
2006,16,MIA,Miami Heat,4,Gerald Fitch,PG,6-3,188,1982-08-12,US,R,Kentucky
2006,16,MIA,Miami Heat,40,Udonis Haslem,PF,6-8,235,1980-06-09,US,2,Florida
2006,16,MIA,Miami Heat,24,Jason Kapono,SF,6-8,213,1981-02-04,US,2,UCLA
2006,16,MIA,Miami Heat,33,Alonzo Mourning,C,6-10,240,1970-02-08,US,12,Georgetown
2006,16,MIA,Miami Heat,32,Shaquille O'Neal,C,7-1,325,1972-03-06,US,13,LSU
2006,16,MIA,Miami Heat,20,Gary Payton,PG,6-4,180,1968-07-23,US,15,Oregon State
2006,16,MIA,Miami Heat,42,James Posey,SF,6-8,215,1977-01-13,US,6,Xavier
2006,16,MIA,Miami Heat,25,Wayne Simien,PF,6-9,255,1983-03-09,US,R,Kansas
2006,16,MIA,Miami Heat,3,Dwyane Wade,SG,6-4,220,1982-01-17,US,2,Marquette
2006,16,MIA,Miami Heat,8,Antoine Walker,PF,6-8,224,1976-08-12,US,9,Kentucky
2006,16,MIA,Miami Heat,44,Matt Walsh,SG,6-6,205,1982-12-02,US,R,Florida
2006,16,MIA,Miami Heat,55,Jason Williams,PG,6-1,190,1975-11-18,US,7,"Marshall, Florida"
2006,16,MIA,Miami Heat,1,Dorell Wright,SF,6-9,205,1985-12-02,US,1,
