PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Hakeem Olajuwon,32,22,22,929,17.2,32.3,0.531,0.1,0.2,0.5,17.1,32.1,0.531,6.2,9.2,0.6809999999999999,2.5,10.3,12.7,5.5,1.5,3.5,3.9,5.3,40.7,,110,108
Clyde Drexler,32,22,22,849,9.5,19.8,0.48100000000000004,1.8,6.1,0.303,7.7,13.7,0.561,6.8,8.6,0.7859999999999999,2.8,6.7,9.5,6.8,2.0,0.9,2.8,4.2,27.6,,120,112
Robert Horry,24,22,22,841,5.8,13.0,0.445,2.7,6.8,0.4,3.0,6.1,0.495,3.6,4.8,0.7440000000000001,2.5,7.1,9.6,4.7,2.0,1.6,1.6,4.3,17.9,,123,111
Kenny Smith,29,22,22,652,6.2,14.2,0.43799999999999994,3.7,8.3,0.442,2.6,5.9,0.43200000000000005,2.9,3.2,0.9,0.6,3.4,3.9,7.9,1.1,0.2,2.5,3.7,19.0,,120,116
Mario Elie,31,22,6,635,5.7,11.3,0.504,2.3,5.3,0.431,3.4,5.9,0.569,2.9,3.6,0.795,1.6,3.5,5.1,4.4,1.7,0.1,1.7,4.5,16.5,,125,115
Sam Cassell,25,22,0,485,8.0,18.2,0.43799999999999994,2.6,6.5,0.4,5.4,11.7,0.45899999999999996,7.6,9.1,0.835,0.9,3.7,4.5,9.6,2.3,0.2,3.5,7.1,26.1,,118,114
Chucky Brown,26,21,1,326,5.4,12.2,0.447,0.2,0.3,0.5,5.3,11.8,0.446,4.0,5.9,0.6759999999999999,3.2,7.2,10.4,1.1,1.4,0.3,1.9,7.4,15.0,,104,113
Pete Chilcutt,26,20,15,323,5.0,10.3,0.484,2.3,5.8,0.389,2.7,4.5,0.607,2.3,2.7,0.8240000000000001,2.4,6.9,9.4,2.9,1.1,0.6,1.8,6.3,14.5,,122,113
Charles Jones,37,19,0,237,1.1,2.9,0.385,0.0,0.2,0.0,1.1,2.6,0.41700000000000004,0.9,2.6,0.33299999999999996,2.6,7.0,9.7,0.0,0.9,2.2,1.1,12.1,3.1,,88,112
Vernon Maxwell,24,8,0,31,3.4,8.4,0.4,0.0,0.0,,3.4,8.4,0.4,3.4,3.4,1.0,1.7,0.0,1.7,1.7,1.7,5.0,3.4,8.4,10.1,,89,113
Vernon Maxwell,29,1,0,16,3.3,22.8,0.14300000000000002,0.0,6.5,0.0,3.3,16.3,0.2,3.3,3.3,1.0,0.0,9.8,9.8,3.3,0.0,0.0,3.3,3.3,9.8,,47,115
Carl Herrera,28,1,0,6,8.7,8.7,1.0,0.0,0.0,,8.7,8.7,1.0,0.0,0.0,,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,17.4,,206,122
