Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1983,3,NJN,New Jersey Nets,Buck Williams,22,2,,42.5,5.5,11.0,0.5,0.0,0.0,,5.5,11.0,0.5,0.5,8.0,10.0,0.8,4.5,7.0,11.5,2.0,1.0,1.0,2.5,6.0,19.0
1983,3,NJN,New Jersey Nets,Albert King,23,2,,34.0,9.0,19.0,0.47,0.5,1.0,0.5,8.5,18.0,0.47,0.49,2.5,3.0,0.83,2.0,2.0,4.0,1.5,1.0,0.0,2.0,6.0,21.0
1983,3,NJN,New Jersey Nets,Darwin Cook,24,2,,31.5,4.5,13.5,0.33,0.0,0.5,0.0,4.5,13.0,0.35,0.33,1.0,1.0,1.0,1.5,1.5,3.0,5.0,0.5,0.0,2.0,4.0,10.0
1983,3,NJN,New Jersey Nets,Darryl Dawkins,26,2,,29.5,8.5,11.0,0.77,0.0,0.5,0.0,8.5,10.5,0.81,0.77,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,2.5,4.0,3.5,18.0
1983,3,NJN,New Jersey Nets,Micheal Ray Richardson,27,2,,29.0,4.0,10.5,0.38,0.0,0.5,0.0,4.0,10.0,0.4,0.38,1.5,2.5,0.6,1.0,3.0,4.0,2.5,2.5,0.0,2.0,1.5,9.5
1983,3,NJN,New Jersey Nets,Otis Birdsong,27,2,,18.5,3.0,8.0,0.38,0.0,0.5,0.0,3.0,7.5,0.4,0.38,0.5,1.0,0.5,0.5,0.5,1.0,4.5,1.5,0.0,0.5,1.5,6.5
1983,3,NJN,New Jersey Nets,Foots Walker,31,2,,18.0,1.0,3.0,0.33,0.0,0.0,,1.0,3.0,0.33,0.33,1.5,1.5,1.0,0.0,0.0,0.0,5.5,0.0,0.0,1.0,0.5,3.5
1983,3,NJN,New Jersey Nets,Mike Gminski,23,2,,14.5,3.0,4.5,0.67,0.0,0.0,,3.0,4.5,0.67,0.67,1.5,2.0,0.75,2.0,2.5,4.5,0.5,0.0,2.0,0.5,1.0,7.5
1983,3,NJN,New Jersey Nets,Mike O'Koren,24,2,,9.0,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,0.0,0.0,,0.5,2.5,3.0,1.5,0.0,0.0,1.0,1.5,2.0
1983,3,NJN,New Jersey Nets,Len Elmore,30,2,,7.5,1.0,2.5,0.4,0.0,0.0,,1.0,2.5,0.4,0.4,0.5,1.0,0.5,2.5,2.0,4.5,0.5,0.5,0.0,0.5,2.0,2.5
1983,3,NJN,New Jersey Nets,Eddie Phillips,21,2,,6.0,1.5,3.0,0.5,0.0,1.0,0.0,1.5,2.0,0.75,0.5,0.5,2.0,0.25,1.5,1.0,2.5,1.5,0.0,0.0,0.5,1.0,3.5
