NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
40,Willie Anderson,SG,6-7,190,1967-01-08,US,6,Georgia
23,Corey Crowder,SF,6-5,214,1969-04-13,US,1,Kentucky Wesleyan College
34,Terry Cummings,PF,6-9,220,1961-03-15,US,12,DePaul
15,Vinny Del Negro,SG,6-4,185,1966-08-09,US,4,NC State
1,Howard Eisley,PG,6-2,177,1972-12-04,US,R,Boston College
32,Sean Elliott,SF,6-8,205,1968-02-02,US,5,Arizona
54,Jack Haley,PF,6-10,240,1964-01-27,US,5,UCLA
6,Avery Johnson,PG,5-10,175,1965-03-25,US,6,"Cameron University, Southern University and A&M College"
2,Moses Malone,C,6-10,215,1955-03-23,US,20,
0,Julius Nwosu,C,6-10,255,1971-05-01,NG,R,Liberty
45,Chuck Person,SF,6-8,220,1964-06-27,US,8,Auburn
7,J.R. Reid,PF,6-9,247,1968-03-31,US,5,UNC
25,Doc Rivers,PG,6-4,185,1961-10-13,US,11,Marquette
50,David Robinson,C,7-1,235,1965-08-06,US,5,United States Naval Academy
10,Dennis Rodman,PF,6-7,210,1961-05-13,US,8,Southeastern Oklahoma State University
20,Chris Whitney,PG,6-0,168,1971-10-05,US,1,Clemson
