NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
25,Nick Anderson,SG,6-6,205,1968-01-20,US,5,Illinois
10,Darrell Armstrong,PG,6-0,170,1968-06-22,US,R,Fayetteville State University
0,Anthony Avent,PF,6-9,235,1969-10-18,US,2,Seton Hall
14,Anthony Bowie,SG,6-6,190,1963-11-09,US,5,Oklahoma
54,Horace Grant,PF,6-10,215,1965-07-04,US,7,Clemson
43,Geert Hammink,C,7-0,262,1969-07-12,NL,1,LSU
1,Anfernee Hardaway,PG,6-7,195,1971-07-18,US,1,Memphis
32,Shaquille O'Neal,C,7-1,325,1972-03-06,US,2,LSU
30,Tree Rollins,C,7-1,235,1955-06-16,US,17,Clemson
5,Donald Royal,SF,6-8,210,1966-05-22,US,4,Notre Dame
3,Dennis Scott,SF,6-8,229,1968-09-05,US,4,Georgia Tech
20,Brian Shaw,PG,6-6,190,1966-03-22,US,5,"Saint Mary's, UC Santa Barbara"
22,Brooks Thompson,PG,6-4,193,1970-07-19,US,R,"Texas A&M, Oklahoma State"
55,Keith Tower,C,6-11,250,1970-05-15,US,1,Notre Dame
31,Jeff Turner,PF,6-9,230,1962-04-09,US,8,Vanderbilt
