NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
42,Vin Baker,PF,6-11,232,1971-11-23,US,1,University of Hartford
17,Jon Barry,SG,6-4,195,1969-07-25,US,2,"University of the Pacific, Georgia Tech"
30,Marty Conlon,C,6-10,224,1968-01-19,US,3,Providence
10,Todd Day,SG,6-6,188,1970-01-07,US,2,Arkansas
12,Tate George,SG,6-5,190,1968-05-29,US,3,UConn
53,Alton Lister,C,7-0,240,1958-10-01,US,12,Arizona State
11,Lee Mayberry,PG,6-1,172,1970-06-12,US,2,Arkansas
52,Eric Mobley,C,6-11,235,1970-02-01,US,R,Pitt
5,Eric Murdock,PG,6-1,190,1968-06-14,US,3,Providence
22,Johnny Newman,SF,6-7,190,1963-11-28,US,8,Richmond
54,Ed Pinckney,PF,6-9,195,1963-03-27,US,9,Villanova
13,Glenn Robinson,SF,6-7,225,1973-01-10,US,R,Purdue
44,Aaron Williams,PF,6-9,220,1971-10-02,US,1,Xavier
20,Danny Young,PG,6-3,175,1962-07-26,US,9,Wake Forest
