Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992.0,16.0,2186,MIA,Miami Heat,Alan Ogg,24.0,3.0,0.0,5.0,0.3,1.0,0.33,0.0,0.0,,0.3,1.0,0.33,0.33,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.3,1.0,0.0,1.0,1.0
1992.0,16.0,1600,MIA,Miami Heat,Alec Kessler,25.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0
1992.0,16.0,565,MIA,Miami Heat,Bimbo Coles,23.0,3.0,0.0,15.0,2.3,3.3,0.7,0.3,0.3,1.0,2.0,3.0,0.67,0.75,2.7,3.3,0.8,0.7,1.7,2.3,2.0,1.0,0.0,1.7,1.7,7.7
1992.0,16.0,2608,MIA,Miami Heat,Brian Shaw,25.0,3.0,3.0,28.3,4.7,10.0,0.47,1.0,1.7,0.6,3.7,8.3,0.44,0.52,1.7,2.7,0.62,0.7,3.7,4.3,4.0,0.7,0.0,2.3,4.3,12.0
1992.0,16.0,2434,MIA,Miami Heat,Glen Rice,24.0,3.0,3.0,39.7,8.0,21.3,0.38,1.0,4.0,0.25,7.0,17.3,0.4,0.4,2.0,2.3,0.86,1.0,2.3,3.3,1.7,0.7,0.0,2.0,2.3,19.0
1992.0,16.0,1769,MIA,Miami Heat,Grant Long,25.0,3.0,3.0,40.0,5.0,12.0,0.42,0.0,1.3,0.0,5.0,10.7,0.47,0.42,2.3,3.3,0.7,2.3,2.7,5.0,2.7,1.7,0.0,1.7,3.7,12.3
1992.0,16.0,2061,MIA,Miami Heat,John Morton,24.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
1992.0,16.0,2786,MIA,Miami Heat,Jon Sundvold,30.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1992.0,16.0,116,MIA,Miami Heat,Keith Askins,24.0,3.0,0.0,16.0,1.7,3.7,0.46,1.0,1.7,0.6,0.7,2.0,0.33,0.59,0.0,0.7,0.0,1.3,1.7,3.0,1.0,0.3,0.0,0.3,2.3,4.3
1992.0,16.0,835,MIA,Miami Heat,Kevin Edwards,26.0,3.0,0.0,18.3,1.7,4.3,0.38,0.0,0.0,,1.7,4.3,0.38,0.38,1.7,2.7,0.62,0.3,2.0,2.3,2.3,0.7,0.0,1.7,1.0,5.0
,,134,,,Milos Babic,,,,,,,,,,,,,,,,,,,,,,,,,,
1992.0,16.0,2591,MIA,Miami Heat,Rony Seikaly,26.0,3.0,3.0,39.0,6.3,11.7,0.54,0.0,0.0,,6.3,11.7,0.54,0.54,8.0,10.7,0.75,3.7,6.3,10.0,1.3,0.3,1.7,3.0,5.0,20.7
,,771,,,Sherman Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,
1992.0,16.0,2703,MIA,Miami Heat,Steve Smith,22.0,3.0,3.0,33.3,6.0,11.3,0.53,2.3,3.7,0.64,3.7,7.7,0.48,0.63,1.7,2.0,0.83,1.0,1.0,2.0,5.0,1.3,0.3,1.0,0.7,16.0
,,433,,,Willie Burton,,,,,,,,,,,,,,,,,,,,,,,,,,
,,224,,,Winston Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,
