SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2018,6,CLE,LeBron James,33,22,22,922,15.6,29.0,0.54,2.2,6.5,0.34,13.4,22.5,0.6,9.0,12.1,0.75,1.8,9.6,11.4,11.3,1.7,1.3,5.3,3.0,42.5,,121,109
2018,6,CLE,J.R. Smith,32,22,21,706,4.8,13.9,0.35,3.3,8.9,0.37,1.6,5.0,0.31,1.3,1.6,0.77,0.7,3.7,4.5,1.9,1.6,0.3,1.4,4.0,14.2,,98,113
2018,6,CLE,Kevin Love,29,21,21,660,8.7,22.1,0.39,2.9,8.4,0.34,5.8,13.7,0.42,4.7,5.1,0.92,3.9,13.2,17.1,2.7,1.2,0.6,3.3,4.6,24.8,,104,109
2018,6,CLE,George Hill,31,19,18,557,5.5,12.3,0.45,1.5,4.8,0.31,4.0,7.5,0.54,3.9,5.0,0.77,1.2,2.6,3.9,4.0,0.9,0.8,2.1,4.9,16.5,,113,115
2018,6,CLE,Jeff Green,31,22,2,523,5.8,14.2,0.41,2.1,7.0,0.3,3.7,7.2,0.51,3.3,4.6,0.72,0.7,4.6,5.3,3.2,0.7,1.5,1.7,3.6,17.0,,107,113
2018,6,CLE,Kyle Korver,36,22,11,505,6.1,14.6,0.42,4.7,11.3,0.41,1.5,3.3,0.44,2.0,2.3,0.86,0.6,4.8,5.4,2.0,0.9,0.9,1.5,4.6,18.9,,117,113
2018,6,CLE,Tristan Thompson,26,19,11,416,6.2,10.5,0.59,0.0,0.1,0.0,6.2,10.3,0.6,2.5,3.4,0.74,5.5,8.6,14.1,1.4,0.3,1.0,1.4,3.3,14.9,,130,113
2018,6,CLE,Larry Nance,25,20,0,307,7.0,10.2,0.68,0.0,0.2,0.0,7.0,10.1,0.7,2.4,5.3,0.45,6.0,9.4,15.4,3.1,2.7,2.4,2.0,6.0,16.4,,130,105
2018,6,CLE,Jordan Clarkson,25,19,0,286,6.8,22.5,0.3,2.0,8.4,0.24,4.8,14.1,0.34,0.9,1.1,0.83,1.6,4.2,5.9,2.4,1.5,0.5,2.4,3.8,16.5,,77,113
2018,6,CLE,Rodney Hood,25,17,1,260,7.9,18.5,0.42,0.8,4.8,0.17,7.1,13.7,0.52,1.8,2.4,0.75,1.4,4.8,6.2,3.6,1.0,0.8,2.6,6.0,18.3,,94,113
2018,6,CLE,Jose Calderon,36,13,3,104,4.5,13.1,0.35,2.0,9.1,0.22,2.5,4.0,0.62,1.0,1.0,1.0,1.0,4.5,5.5,4.5,2.5,0.0,2.5,7.6,12.1,,92,111
2018,6,CLE,Cedi Osman,22,14,0,62,5.1,15.2,0.33,0.8,5.9,0.14,4.2,9.3,0.46,0.8,3.4,0.25,0.8,5.1,5.9,2.5,2.5,0.0,0.0,4.2,11.8,,86,111
2018,6,CLE,Ante Zizic,21,8,0,23,11.4,22.8,0.5,0.0,0.0,,11.4,22.8,0.5,6.8,13.7,0.5,2.3,11.4,13.7,2.3,0.0,2.3,4.6,4.6,29.6,,95,110
