SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2018,11,HOU,James Harden,28,17,17,621,12.8,31.1,0.41,4.2,14.0,0.3,8.6,17.0,0.5,9.5,10.7,0.89,1.1,6.1,7.2,9.4,3.1,0.9,5.2,3.7,39.2,,109,106
2018,11,HOU,Trevor Ariza,32,17,17,582,4.3,12.0,0.36,2.2,7.8,0.29,2.1,4.1,0.5,2.0,2.7,0.74,0.8,4.8,5.6,1.9,1.6,0.2,0.9,3.8,12.8,,103,110
2018,11,HOU,P.J. Tucker,32,17,17,569,4.6,9.5,0.48,3.1,6.6,0.47,1.5,2.9,0.52,1.1,1.6,0.67,2.0,7.8,9.8,1.9,1.0,1.1,1.2,4.1,13.3,,126,109
2018,11,HOU,Eric Gordon,29,17,2,549,7.7,20.2,0.38,3.9,11.9,0.33,3.7,8.3,0.45,4.7,5.6,0.84,0.8,3.3,4.1,2.6,0.9,0.7,2.2,2.6,23.9,,104,112
2018,11,HOU,Clint Capela,23,17,17,520,9.2,13.9,0.66,0.0,0.0,,9.2,13.9,0.66,2.5,5.3,0.47,5.9,13.1,19.0,2.1,1.4,3.5,1.4,3.7,20.8,,132,102
2018,11,HOU,Chris Paul,32,15,15,517,11.4,24.9,0.46,3.6,9.6,0.37,7.9,15.3,0.51,4.3,5.1,0.83,0.9,7.8,8.6,8.4,2.9,0.4,2.7,4.6,30.7,,116,106
2018,11,HOU,Gerald Green,32,17,0,272,6.8,17.3,0.39,5.0,13.3,0.38,1.8,4.1,0.46,1.1,1.3,0.86,1.1,8.1,9.2,0.2,0.7,1.3,1.8,5.0,19.7,,102,109
2018,11,HOU,Luc Mbah a Moute,31,9,0,149,3.0,12.1,0.25,1.0,5.0,0.2,2.0,7.1,0.29,1.3,2.4,0.57,1.0,6.4,7.4,1.0,2.0,1.3,2.0,2.7,8.4,,66,107
2018,11,HOU,NenA HilArio,35,11,0,107,5.6,9.4,0.6,0.0,0.0,,5.6,9.4,0.6,3.3,5.2,0.64,2.8,10.3,13.1,2.3,0.9,2.3,3.7,8.4,14.5,,106,106
2018,11,HOU,Ryan Anderson,29,11,0,95,3.7,10.6,0.35,2.6,7.9,0.33,1.1,2.6,0.4,0.0,0.0,,2.1,4.8,6.9,3.2,1.6,0.5,1.6,5.3,10.0,,102,110
2018,11,HOU,Joe Johnson,36,8,0,54,5.6,15.8,0.35,0.0,2.8,0.0,5.6,13.0,0.43,0.0,0.0,,0.0,9.3,9.3,2.8,0.0,0.9,2.8,3.7,11.1,,68,111
2018,11,HOU,Tarik Black,26,7,0,19,2.6,10.6,0.25,0.0,0.0,,2.6,10.6,0.25,0.0,0.0,,5.3,10.6,15.8,5.3,0.0,2.6,2.6,13.2,5.3,,82,107
2018,11,HOU,Aaron Jackson,31,7,0,17,5.9,11.8,0.5,0.0,5.9,0.0,5.9,5.9,1.0,2.9,5.9,0.5,5.9,5.9,11.8,5.9,0.0,0.0,5.9,5.9,14.7,,97,114
2018,11,HOU,Zhou Qi,22,3,0,6,8.4,8.4,1.0,0.0,0.0,,8.4,8.4,1.0,0.0,0.0,,0.0,8.4,8.4,0.0,0.0,0.0,0.0,0.0,16.7,,200,113
2018,11,HOU,Chinanu Onuaku,21,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,16.7,0.0,16.7,16.7,16.7,0.0,0.0,16.7,0.0,,233,79
