Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,12,IND,Indiana Pacers,Jalen Rose,27,23,23,964,6.4,14.6,0.44,1.1,2.6,0.43,5.3,12.0,0.44,4.0,5.0,0.8,0.4,3.4,3.8,2.9,0.6,0.4,1.9,2.7,17.9,2506
2000,12,IND,Indiana Pacers,Reggie Miller,34,22,22,892,7.0,15.5,0.45,2.3,5.9,0.4,4.7,9.6,0.49,4.9,5.2,0.94,0.4,1.8,2.1,2.4,0.9,0.4,1.1,1.5,21.3,1997
2000,12,IND,Indiana Pacers,Dale Davis,30,23,23,714,4.0,7.6,0.52,0.0,0.0,,4.0,7.6,0.52,1.6,3.0,0.54,4.2,9.1,13.3,0.9,0.6,1.6,0.9,4.2,9.6,683
2000,12,IND,Indiana Pacers,Mark Jackson,34,23,23,634,3.9,10.0,0.39,1.2,3.8,0.31,2.7,6.2,0.44,1.6,1.8,0.9,0.7,4.2,4.9,10.1,1.1,0.1,2.4,2.4,10.6,1408
2000,12,IND,Indiana Pacers,Austin Croshere,24,23,2,490,4.7,11.2,0.42,1.1,2.7,0.4,3.6,8.5,0.42,5.4,6.4,0.84,2.3,5.7,8.0,1.4,0.7,1.2,1.8,3.7,15.9,636
2000,12,IND,Indiana Pacers,Travis Best,27,23,0,463,6.0,13.9,0.43,1.0,2.3,0.43,5.0,11.6,0.43,2.9,3.4,0.84,1.2,3.3,4.4,5.1,1.5,0.3,1.9,4.7,15.9,234
2000,12,IND,Indiana Pacers,Rik Smits,33,22,21,461,8.0,16.2,0.5,0.0,0.1,0.0,8.0,16.1,0.5,2.7,3.1,0.88,1.9,4.2,6.1,1.6,0.8,1.6,2.1,6.6,18.8,2710
2000,12,IND,Indiana Pacers,Sam Perkins,38,23,0,417,2.9,9.1,0.32,2.0,5.7,0.35,0.9,3.4,0.28,1.6,1.8,0.9,1.5,4.8,6.3,0.9,0.3,0.5,0.7,3.9,9.5,2284
2000,12,IND,Indiana Pacers,Derrick McKey,33,23,0,352,1.5,3.3,0.47,0.1,0.6,0.17,1.4,2.7,0.54,1.6,2.0,0.8,2.6,5.5,8.1,1.4,0.7,0.4,1.9,4.6,4.8,1941
2000,12,IND,Indiana Pacers,Chris Mullin,36,9,1,90,4.0,8.4,0.48,0.8,3.2,0.25,3.2,5.2,0.62,3.6,4.4,0.82,0.8,4.8,5.6,2.0,2.4,0.4,1.6,2.8,12.4,2075
2000,12,IND,Indiana Pacers,Zan Tabak,29,10,0,47,3.1,6.1,0.5,0.0,0.0,,3.1,6.1,0.5,3.1,3.1,1.0,3.1,9.2,12.3,0.0,0.0,1.5,0.8,7.7,9.2,2799
2000,12,IND,Indiana Pacers,Jonathan Bender,19,9,0,21,6.9,10.3,0.67,1.7,1.7,1.0,5.1,8.6,0.6,5.1,10.3,0.5,0.0,5.1,5.1,0.0,1.7,0.0,0.0,3.4,20.6,215
