PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Steve Francis,26,5,5,222,4.9,11.4,0.429,1.1,2.8,0.41200000000000003,3.7,8.6,0.434,4.7,6.5,0.725,1.0,5.8,6.8,6.2,1.1,0.2,3.4,2.9,15.6
Jim Jackson,33,5,5,221,4.7,11.9,0.397,1.3,4.7,0.276,3.4,7.2,0.47700000000000004,1.3,2.0,0.667,0.5,8.0,8.5,1.6,0.8,0.2,1.5,1.5,12.1
Cuttino Mobley,28,5,5,210,5.0,12.9,0.387,1.0,3.6,0.28600000000000003,3.9,9.3,0.426,1.4,1.7,0.8,0.9,3.3,4.1,2.4,0.5,0.5,3.1,2.4,12.3
Yao Ming,23,5,5,185,6.0,13.2,0.456,0.0,0.0,,6.0,13.2,0.456,2.5,3.3,0.765,2.1,5.1,7.2,1.8,0.4,1.4,2.5,3.9,14.6
Kelvin Cato,29,5,5,148,3.2,5.4,0.591,0.0,0.0,,3.2,5.4,0.591,0.7,1.7,0.429,3.4,4.9,8.3,0.5,1.2,1.0,1.2,4.4,7.1
Maurice Taylor,27,5,0,115,5.6,11.9,0.474,0.0,0.0,,5.6,11.9,0.474,4.1,5.3,0.765,1.6,3.4,5.0,1.6,0.0,0.3,2.2,6.3,15.3
Torraye Braggs,23,5,0,41,3.5,7.9,0.444,0.9,2.6,0.33299999999999996,2.6,5.3,0.5,4.4,4.4,1.0,0.9,4.4,5.3,1.8,0.9,0.0,1.8,7.9,12.3
Mark Jackson,38,5,0,38,0.9,5.7,0.16699999999999998,0.0,2.8,0.0,0.9,2.8,0.33299999999999996,0.0,0.0,,0.0,2.8,2.8,4.7,1.9,0.0,1.9,0.9,1.9
Clarence Weatherspoon,33,2,0,22,3.3,8.2,0.4,0.0,0.0,,3.3,8.2,0.4,4.9,9.8,0.5,3.3,3.3,6.5,0.0,0.0,0.0,0.0,4.9,11.5
Scott Padgett,27,4,0,14,5.1,12.9,0.4,2.6,7.7,0.33299999999999996,2.6,5.1,0.5,0.0,0.0,,2.6,5.1,7.7,0.0,2.6,2.6,2.6,2.6,12.9
Mike Wilks,24,2,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,7.2,0.0,0.0,7.2,0.0,0.0
Eric Piatkowski,33,1,0,4,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0
