Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2004,30,WAS,Washington Wizards,0,Gilbert Arenas,PG,6-3,191,1982-01-06,US,2,Arizona
2004,30,WAS,Washington Wizards,35,Lonny Baxter,PF,6-8,260,1979-01-27,US,1,Maryland
2004,30,WAS,Washington Wizards,2,Steve Blake,PG,6-3,172,1980-02-26,US,R,Maryland
2004,30,WAS,Washington Wizards,21,Torraye Braggs,PF,6-8,245,1976-05-15,US,R,Xavier
2004,30,WAS,Washington Wizards,5,Kwame Brown,PF,6-11,270,1982-03-10,US,2,
2004,30,WAS,Washington Wizards,32,Mitchell Butler,SG,6-5,210,1970-12-15,US,7,UCLA
2004,30,WAS,Washington Wizards,3,Juan Dixon,SG,6-3,164,1978-10-09,US,1,Maryland
2004,30,WAS,Washington Wizards,24,Jarvis Hayes,SF,6-7,220,1981-08-09,US,R,"Western Carolina University, Georgia"
2004,30,WAS,Washington Wizards,33,Brendan Haywood,C,7-0,268,1979-11-27,US,2,UNC
2004,30,WAS,Washington Wizards,20,Larry Hughes,SG,6-5,184,1979-01-23,US,5,Saint Louis
2004,30,WAS,Washington Wizards,1,Jared Jeffries,PF,6-11,230,1981-11-25,US,1,Indiana
2004,30,WAS,Washington Wizards,22,Brevin Knight,PG,5-10,173,1975-11-08,US,6,Stanford
2004,30,WAS,Washington Wizards,44,Christian Laettner,PF,6-11,235,1969-08-17,US,11,Duke
2004,30,WAS,Washington Wizards,42,Jerry Stackhouse,SF,6-6,218,1974-11-05,US,8,UNC
2004,30,WAS,Washington Wizards,36,Etan Thomas,C,6-9,256,1978-04-01,US,2,Syracuse
2004,30,WAS,Washington Wizards,55,Jahidi White,C,6-9,290,1976-02-19,US,5,Georgetown
2004,30,WAS,Washington Wizards,12,Chris Whitney,PG,6-0,168,1971-10-05,US,10,Clemson
