PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Hersey Hawkins,24,8,329,21.2,0.649,0.257,0.624,3.1,13.9,8.7,13.6,3.2,1.9,11.1,20.9,,1.0,0.4,1.4,0.203,,3.7,2.3,6.0,0.7
Charles Barkley,27,8,326,26.8,0.63,0.16,0.6,12.2,19.5,16.0,28.4,2.5,0.6,13.7,26.6,,1.1,0.4,1.5,0.217,,7.8,1.1,8.9,0.9
Armen Gilliam,26,8,287,15.1,0.5429999999999999,0.0,0.442,6.3,15.9,11.3,6.0,0.9,1.3,10.8,23.0,,0.2,0.2,0.4,0.071,,0.0,-1.8,-1.8,0.0
Ron Anderson,32,8,223,9.2,0.457,0.057,0.21600000000000003,5.2,6.5,5.9,14.5,1.4,0.0,11.1,23.0,,-0.2,0.1,-0.1,-0.017,,-2.8,-2.5,-5.3,-0.2
Rick Mahorn,32,8,208,10.3,0.605,0.0,0.389,4.3,20.2,12.5,10.4,0.5,1.2,15.9,11.4,,0.2,0.2,0.4,0.08199999999999999,,-1.6,0.4,-1.2,0.0
Rickey Green,36,8,199,8.6,0.5,0.073,0.16399999999999998,0.6,4.8,2.8,17.7,1.9,0.0,18.1,17.2,,-0.2,0.1,-0.1,-0.013999999999999999,,-2.2,-2.1,-4.3,-0.1
Andre Turner,26,8,189,14.6,0.527,0.188,0.33299999999999996,1.4,7.0,4.3,29.2,3.1,0.0,12.7,15.8,,0.2,0.2,0.4,0.094,,0.6,0.6,1.3,0.2
Manute Bol,28,8,109,9.3,0.546,0.0,0.5,4.7,16.5,10.8,1.4,0.5,7.0,18.5,11.7,,0.0,0.1,0.1,0.043,,-3.4,2.1,-1.3,0.0
Robert Reid,35,7,41,1.3,0.33299999999999996,0.111,0.0,3.1,20.5,12.1,7.3,1.3,0.0,18.2,12.7,,-0.1,0.0,-0.1,-0.07,,-7.5,-0.8,-8.3,-0.1
Brian Oliver,22,4,15,7.7,0.436,0.0,0.33299999999999996,0.0,0.0,0.0,10.9,3.6,0.0,0.0,21.8,,0.0,0.0,0.0,0.042,,-5.5,1.4,-4.2,0.0
Jayson Williams,22,4,10,32.7,0.8,0.0,0.0,25.8,24.0,24.9,0.0,0.0,0.0,16.7,28.5,,0.0,0.0,0.0,0.209,,9.1,-1.2,7.9,0.0
Dave Hoppen,26,3,9,26.5,0.773,0.0,0.667,0.0,40.0,20.7,0.0,0.0,0.0,0.0,20.4,,0.0,0.0,0.0,0.152,,7.4,1.4,8.9,0.0
