PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Joe Dumars,27,15,588,17.9,0.537,0.171,0.396,3.8,5.7,4.7,17.1,1.4,0.1,5.6,22.6,,1.5,0.3,1.8,0.14800000000000002,,3.5,0.2,3.7,0.8
Dennis Rodman,29,15,495,11.8,0.46299999999999997,0.099,0.264,14.3,25.7,19.8,4.0,1.2,1.3,11.3,10.1,,0.3,0.7,1.0,0.094,,-0.5,0.4,-0.1,0.2
Bill Laimbeer,33,15,446,13.8,0.507,0.115,0.209,10.0,20.8,15.1,6.6,0.6,1.8,9.5,17.5,,0.5,0.5,0.9,0.099,,-0.3,0.3,0.0,0.2
Vinnie Johnson,34,15,438,17.6,0.488,0.059000000000000004,0.141,8.9,10.3,9.6,17.4,1.3,0.6,6.8,25.0,,0.5,0.3,0.8,0.09300000000000001,,1.9,0.5,2.4,0.5
Isiah Thomas,29,13,436,15.0,0.491,0.14800000000000002,0.46299999999999997,3.2,10.9,6.8,38.7,1.6,0.3,18.6,22.0,,0.2,0.3,0.5,0.054000000000000006,,1.6,0.1,1.7,0.4
Mark Aguirre,31,15,397,19.4,0.584,0.185,0.287,4.5,12.8,8.5,12.8,1.6,0.2,9.1,24.2,,1.0,0.3,1.3,0.157,,3.9,1.1,5.0,0.7
James Edwards,35,15,345,7.3,0.45899999999999996,0.0,0.36700000000000005,4.6,7.4,5.9,4.2,0.3,0.6,12.1,25.1,,-0.4,0.1,-0.3,-0.039,,-4.1,-2.1,-6.2,-0.4
John Salley,26,15,308,13.7,0.581,0.0,0.857,6.9,15.8,11.1,5.3,1.0,4.3,11.9,15.5,,0.4,0.4,0.8,0.12,,-1.6,3.1,1.5,0.3
William Bedford,27,8,65,7.4,0.315,0.083,0.583,14.6,23.2,18.7,8.6,1.6,4.0,11.7,22.9,,-0.2,0.1,-0.1,-0.05,,-6.1,0.2,-5.9,-0.1
Gerald Henderson,35,10,40,2.6,0.25,0.188,0.0,2.6,0.0,1.4,21.6,1.3,0.0,0.0,17.4,,-0.1,0.0,-0.1,-0.083,,-5.9,-2.1,-8.0,-0.1
Scott Hastings,30,10,35,9.9,0.667,0.667,0.0,6.0,13.2,9.5,12.1,0.0,1.9,14.3,8.7,,0.1,0.0,0.1,0.11900000000000001,,-0.2,1.6,1.4,0.0
Tree Rollins,35,6,32,3.4,1.0,0.0,0.0,3.3,7.2,5.2,0.0,1.7,2.1,50.0,5.5,,0.0,0.0,0.0,0.016,,-4.5,1.0,-3.5,0.0
