Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1988,27,SAS,San Antonio Spurs,Alvin Robertson,25,3,3,119,11.5,20.2,0.57,1.1,2.7,0.43,10.3,17.6,0.59,2.7,3.4,0.78,1.9,3.4,5.3,10.7,4.6,0.4,3.4,5.7,26.7,121.0,110,2464
1988,27,SAS,San Antonio Spurs,Frank Brickowski,28,3,3,113,8.9,17.7,0.5,0.4,0.4,1.0,8.4,17.3,0.49,5.2,7.6,0.68,2.8,6.0,8.9,5.6,2.4,0.8,3.6,4.8,23.3,108.0,113,348
1988,27,SAS,San Antonio Spurs,Greg Anderson,23,3,3,95,8.1,17.2,0.47,0.0,0.0,,8.1,17.2,0.47,1.9,4.3,0.44,2.9,7.2,10.0,1.4,1.0,1.9,4.8,4.8,18.2,83.0,114,73
1988,27,SAS,San Antonio Spurs,Walter Berry,23,3,0,94,13.1,24.2,0.54,0.0,0.5,0.0,13.1,23.7,0.55,5.8,7.3,0.8,6.3,3.9,10.2,2.9,2.4,1.0,5.3,4.8,31.9,108.0,114,230
1988,27,SAS,San Antonio Spurs,Jon Sundvold,26,3,3,90,7.6,15.2,0.5,1.5,4.5,0.33,6.1,10.6,0.57,1.0,1.5,0.67,0.5,1.5,2.0,7.6,2.0,0.0,1.5,1.5,17.7,118.0,117,2786
1988,27,SAS,San Antonio Spurs,Mike Mitchell,32,3,3,74,8.0,22.7,0.35,0.0,0.0,,8.0,22.7,0.35,3.1,3.7,0.83,3.7,5.5,9.2,2.5,0.6,0.6,3.1,3.1,19.0,85.0,117,2011
1988,27,SAS,San Antonio Spurs,Johnny Dawkins,24,3,0,53,5.1,19.7,0.26,0.0,1.7,0.0,5.1,18.0,0.29,2.6,3.4,0.75,0.9,1.7,2.6,4.3,1.7,0.0,0.9,1.7,12.9,78.0,118,705
1988,27,SAS,San Antonio Spurs,Ed Nealy,27,2,0,36,2.5,5.1,0.5,0.0,0.0,,2.5,5.1,0.5,0.0,0.0,,3.8,5.1,8.8,5.1,1.3,0.0,1.3,7.6,5.1,118.0,116,2121
1988,27,SAS,San Antonio Spurs,Kurt Nimphius,29,3,0,30,7.6,15.2,0.5,0.0,0.0,,7.6,15.2,0.5,3.0,3.0,1.0,4.5,7.6,12.1,3.0,0.0,1.5,0.0,10.6,18.2,132.0,116,2144
1988,27,SAS,San Antonio Spurs,Ricky Wilson,23,2,0,9,0.0,10.1,0.0,0.0,0.0,,0.0,10.1,0.0,0.0,0.0,,0.0,0.0,0.0,5.1,0.0,0.0,5.1,10.1,0.0,18.0,122,3199
1988,27,SAS,San Antonio Spurs,Petur Gudmundsson,29,2,0,6,0.0,15.2,0.0,0.0,0.0,,0.0,15.2,0.0,0.0,0.0,,0.0,0.0,0.0,7.6,0.0,0.0,22.7,0.0,0.0,10.0,122,1134
1988,27,SAS,San Antonio Spurs,Phil Zevenbergen,23,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,122,3270
